condo_name,district,top_year,km_mrt,x_coord,y_coord,median_rent,refPeriod,region,ref_year,condo_age
NEWTON GEMS,11,2004,0.32 - NOVENA,28986.934327709998,33295.000286140006,3.59,2016Q3,CCR,2016,13
NEWTON GEMS,11,2004,0.32 - NOVENA,28986.934327709998,33295.000286140006,3.62,2015Q4,CCR,2015,12
NEWTON SUITES,11,2007,0.29 - NOVENA,29035.9605005,33363.01516333,6.15,2015Q2,CCR,2015,9
NEWTON SUITES,11,2007,0.29 - NOVENA,29035.9605005,33363.01516333,6.42,2015Q3,CCR,2015,9
NEWTON SUITES,11,2007,0.29 - NOVENA,29035.9605005,33363.01516333,6.08,2015Q1,CCR,2015,9
NEWTON SUITES,11,2007,0.29 - NOVENA,29035.9605005,33363.01516333,5.51,2017Q2,CCR,2017,11
NEWTON SUITES,11,2007,0.29 - NOVENA,29035.9605005,33363.01516333,6.27,2016Q1,CCR,2016,10
NEWTON SUITES,11,2007,0.29 - NOVENA,29035.9605005,33363.01516333,5.77,2017Q1,CCR,2017,11
NEWTON SUITES,11,2007,0.29 - NOVENA,29035.9605005,33363.01516333,6.31,2016Q2,CCR,2016,10
NEWTON SUITES,11,2007,0.29 - NOVENA,29035.9605005,33363.01516333,6.15,2016Q3,CCR,2016,10
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.38,2015Q2,CCR,2015,19
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.38,2015Q3,CCR,2015,19
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.54,2015Q1,CCR,2015,19
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.18,2017Q2,CCR,2017,21
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.21,2016Q1,CCR,2016,20
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.35,2016Q4,CCR,2016,20
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.22,2017Q3,CCR,2017,21
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.17,2017Q4,CCR,2017,21
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.48,2016Q3,CCR,2016,20
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.28,2017Q1,CCR,2017,21
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.41,2015Q4,CCR,2015,19
NINETEEN SHELFORD ROAD,11,1997,0.49 - BOTANIC GARDENS,25668.1037161,34350.0957632,3.29,2016Q2,CCR,2016,20
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.7,2015Q2,CCR,2015,9
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.61,2015Q1,CCR,2015,9
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.65,2016Q2,CCR,2016,10
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.57,2015Q4,CCR,2015,9
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.49,2017Q2,CCR,2017,11
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.19,2017Q4,CCR,2017,11
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.28,2017Q3,CCR,2017,11
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.6,2016Q3,CCR,2016,10
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.34,2016Q4,CCR,2016,10
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.68,2015Q3,CCR,2015,9
RESIDENCES @ EVELYN,11,2007,0.41 - NEWTON,28681.27026035,33082.31826167,4.44,2017Q1,CCR,2017,11
STRATA,11,2006,0.25 - NOVENA,29335.51980702,33312.097030670004,4.41,2017Q1,CCR,2017,12
STRATA,11,2006,0.25 - NOVENA,29335.51980702,33312.097030670004,4.4,2017Q4,CCR,2017,12
STRATA,11,2006,0.25 - NOVENA,29335.51980702,33312.097030670004,5.02,2016Q3,CCR,2016,11
STRATA,11,2006,0.25 - NOVENA,29335.51980702,33312.097030670004,4.28,2017Q3,CCR,2017,12
STRATA,11,2006,0.25 - NOVENA,29335.51980702,33312.097030670004,4.94,2015Q3,CCR,2015,10
STRATA,11,2006,0.25 - NOVENA,29335.51980702,33312.097030670004,4.82,2015Q4,CCR,2015,10
STRATA,11,2006,0.25 - NOVENA,29335.51980702,33312.097030670004,4.65,2016Q2,CCR,2016,11
THE ANSLEY,11,2004,0.68 - NOVENA,29757.40611161,33973.21825452,3.72,2015Q1,CCR,2015,12
THE ANSLEY,11,2004,0.68 - NOVENA,29757.40611161,33973.21825452,3.35,2016Q2,CCR,2016,13
THE ARCADIA,11,1983,1 - TAN KAH KEE,25440.602570479998,35129.83183261,2.81,2015Q2,CCR,2015,33
THE ARCADIA,11,1983,1 - TAN KAH KEE,25440.602570479998,35129.83183261,2.9,2015Q3,CCR,2015,33
THE ARCADIA,11,1983,1 - TAN KAH KEE,25440.602570479998,35129.83183261,2.24,2016Q4,CCR,2016,34
THE ARCADIA,11,1983,1 - TAN KAH KEE,25440.602570479998,35129.83183261,2.7,2016Q3,CCR,2016,34
THE ARCADIA,11,1983,1 - TAN KAH KEE,25440.602570479998,35129.83183261,2.52,2017Q3,CCR,2017,35
THE ARCADIA,11,1983,1 - TAN KAH KEE,25440.602570479998,35129.83183261,2.7,2015Q4,CCR,2015,33
THE GLYNDEBOURNE,11,2014,0.39 - STEVENS,26919.5,33847.0218,3.74,2015Q1,CCR,2015,2
THE GLYNDEBOURNE,11,2014,0.39 - STEVENS,26919.5,33847.0218,3.63,2016Q4,CCR,2016,3
THE GLYNDEBOURNE,11,2014,0.39 - STEVENS,26919.5,33847.0218,3.53,2017Q1,CCR,2017,4
THE GLYNDEBOURNE,11,2014,0.39 - STEVENS,26919.5,33847.0218,3.83,2016Q3,CCR,2016,3
THE GLYNDEBOURNE,11,2014,0.39 - STEVENS,26919.5,33847.0218,3.76,2017Q4,CCR,2017,4
THE GLYNDEBOURNE,11,2014,0.39 - STEVENS,26919.5,33847.0218,3.47,2017Q2,CCR,2017,4
THE GLYNDEBOURNE,11,2014,0.39 - STEVENS,26919.5,33847.0218,3.8,2017Q3,CCR,2017,4
THE GLYNDEBOURNE,11,2014,0.39 - STEVENS,26919.5,33847.0218,3.53,2015Q4,CCR,2015,2
THE GLYNDEBOURNE,11,2014,0.39 - STEVENS,26919.5,33847.0218,3.76,2016Q2,CCR,2016,3
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,4.08,2015Q2,CCR,2015,11
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,3.97,2015Q1,CCR,2015,11
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,3.75,2017Q2,CCR,2017,13
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,3.86,2016Q1,CCR,2016,12
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,4.01,2016Q4,CCR,2016,12
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,4.07,2016Q3,CCR,2016,12
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,3.87,2017Q1,CCR,2017,13
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,3.78,2015Q4,CCR,2015,11
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,3.65,2017Q4,CCR,2017,13
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,3.88,2015Q3,CCR,2015,11
THE SHELFORD,11,2005,0.44 - TAN KAH KEE,25603.62371994,34180.07529441,3.76,2017Q3,CCR,2017,13
THE TREVOSE,11,2001,0.34 - STEVENS,27101.34049297,33866.25124551,3.52,2016Q3,CCR,2016,16
THOMSON EURO-ASIA,11,2002,0.19 - NOVENA,29339.04144011,33383.35255902,4.09,2015Q2,CCR,2015,14
THOMSON EURO-ASIA,11,2002,0.19 - NOVENA,29339.04144011,33383.35255902,4.1,2015Q1,CCR,2015,14
THOMSON EURO-ASIA,11,2002,0.19 - NOVENA,29339.04144011,33383.35255902,4.11,2016Q2,CCR,2016,15
THOMSON EURO-ASIA,11,2002,0.19 - NOVENA,29339.04144011,33383.35255902,3.61,2017Q2,CCR,2017,16
THOMSON EURO-ASIA,11,2002,0.19 - NOVENA,29339.04144011,33383.35255902,3.61,2016Q4,CCR,2016,15
THOMSON EURO-ASIA,11,2002,0.19 - NOVENA,29339.04144011,33383.35255902,3.74,2017Q4,CCR,2017,16
THOMSON EURO-ASIA,11,2002,0.19 - NOVENA,29339.04144011,33383.35255902,3.69,2017Q1,CCR,2017,16
THOMSON EURO-ASIA,11,2002,0.19 - NOVENA,29339.04144011,33383.35255902,3.92,2015Q4,CCR,2015,14
TREVOSE PARK,11,1991,0.46 - STEVENS,27151.035492209998,34092.42588316,3.24,2015Q2,CCR,2015,25
TREVOSE PARK,11,1991,0.46 - STEVENS,27151.035492209998,34092.42588316,3.29,2015Q1,CCR,2015,25
TREVOSE PARK,11,1991,0.46 - STEVENS,27151.035492209998,34092.42588316,3.12,2016Q2,CCR,2016,26
TREVOSE PARK,11,1991,0.46 - STEVENS,27151.035492209998,34092.42588316,2.93,2017Q2,CCR,2017,27
TREVOSE PARK,11,1991,0.46 - STEVENS,27151.035492209998,34092.42588316,2.97,2016Q4,CCR,2016,26
TREVOSE PARK,11,1991,0.46 - STEVENS,27151.035492209998,34092.42588316,2.82,2016Q3,CCR,2016,26
TREVOSE PARK,11,1991,0.46 - STEVENS,27151.035492209998,34092.42588316,3.44,2016Q1,CCR,2016,26
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,4.51,2015Q2,CCR,2015,4
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,4.33,2015Q1,CCR,2015,4
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,3.98,2016Q2,CCR,2016,5
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,3.71,2017Q2,CCR,2017,6
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,4.23,2016Q4,CCR,2016,5
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,4.33,2015Q3,CCR,2015,4
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,4.24,2017Q4,CCR,2017,6
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,4.07,2017Q3,CCR,2017,6
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,3.92,2017Q1,CCR,2017,6
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,4.33,2015Q4,CCR,2015,4
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,4.07,2016Q3,CCR,2016,5
TRILIGHT,11,2012,0.33 - NEWTON,28737.563520130003,32985.617827309994,4.1,2016Q1,CCR,2016,5
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,4.92,2015Q2,CCR,2015,4
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,5.02,2015Q1,CCR,2015,4
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,5.22,2016Q2,CCR,2016,5
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,4.91,2016Q3,CCR,2016,5
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,4.91,2016Q4,CCR,2016,5
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,4.72,2017Q4,CCR,2017,6
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,4.87,2017Q2,CCR,2017,6
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,4.78,2017Q3,CCR,2017,6
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,4.93,2017Q1,CCR,2017,6
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,5.25,2016Q1,CCR,2016,5
VIVA,11,2012,0.45 - NOVENA,29237.73600094,33099.462683989994,5.05,2015Q4,CCR,2015,4
DE ROYALE,12,2006,0.59 - TOA PAYOH,29761.09158083,34507.007408699996,3.33,2015Q2,RCR,2015,10
DE ROYALE,12,2006,0.59 - TOA PAYOH,29761.09158083,34507.007408699996,2.92,2017Q2,RCR,2017,12
DE ROYALE,12,2006,0.59 - TOA PAYOH,29761.09158083,34507.007408699996,3.13,2016Q1,RCR,2016,11
DOMUS,12,2012,0.7 - NOVENA,29346.76199467,34208.88645028,3.69,2015Q3,RCR,2015,4
DOMUS,12,2012,0.7 - NOVENA,29346.76199467,34208.88645028,4,2015Q1,RCR,2015,4
DOMUS,12,2012,0.7 - NOVENA,29346.76199467,34208.88645028,3.2,2017Q3,RCR,2017,6
DOMUS,12,2012,0.7 - NOVENA,29346.76199467,34208.88645028,3.71,2016Q3,RCR,2016,5
DOMUS,12,2012,0.7 - NOVENA,29346.76199467,34208.88645028,4.53,2016Q1,RCR,2016,5
DOMUS,12,2012,0.7 - NOVENA,29346.76199467,34208.88645028,4.05,2017Q1,RCR,2017,6
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.3,2015Q2,RCR,2015,18
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.36,2015Q1,RCR,2015,18
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,2.88,2017Q2,RCR,2017,20
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.02,2016Q4,RCR,2016,19
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.02,2017Q3,RCR,2017,20
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.07,2016Q3,RCR,2016,19
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,2.84,2017Q4,RCR,2017,20
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.13,2016Q1,RCR,2016,19
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.02,2017Q1,RCR,2017,20
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.08,2015Q4,RCR,2015,18
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.04,2016Q2,RCR,2016,19
OLEANDER TOWERS,12,1998,0.46 - TOA PAYOH,29218.1204,35034.0225,3.17,2015Q3,RCR,2015,18
SUNVILLE,12,2005,0.78 - BOON KENG,31429.12757772,34404.093966810004,2.85,2015Q3,RCR,2015,11
THE VERVE,12,2012,0.58 - TOA PAYOH,29640.39416485,34447.7070128,4.41,2015Q1,RCR,2015,4
THE VERVE,12,2012,0.58 - TOA PAYOH,29640.39416485,34447.7070128,4,2016Q3,RCR,2016,5
THE VERVE,12,2012,0.58 - TOA PAYOH,29640.39416485,34447.7070128,3.32,2017Q2,RCR,2017,6
THE VERVE,12,2012,0.58 - TOA PAYOH,29640.39416485,34447.7070128,4.15,2015Q3,RCR,2015,4
THE VERVE,12,2012,0.58 - TOA PAYOH,29640.39416485,34447.7070128,3.2,2017Q1,RCR,2017,6
THE VERVE,12,2012,0.58 - TOA PAYOH,29640.39416485,34447.7070128,4.02,2016Q2,RCR,2016,5
THE VERVE,12,2012,0.58 - TOA PAYOH,29640.39416485,34447.7070128,3.26,2017Q3,RCR,2017,6
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.53,2015Q2,RCR,2015,16
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.52,2015Q1,RCR,2015,16
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.33,2016Q2,RCR,2016,17
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.07,2017Q2,RCR,2017,18
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.64,2016Q4,RCR,2016,17
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.13,2015Q3,RCR,2015,16
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.04,2017Q4,RCR,2017,18
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,2.93,2017Q3,RCR,2017,18
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.03,2017Q1,RCR,2017,18
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.8,2015Q4,RCR,2015,16
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.18,2016Q3,RCR,2016,17
TRELLIS TOWERS,12,2000,0.48 - TOA PAYOH,29231.39209967,34827.25723263,3.83,2016Q1,RCR,2016,17
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.9,2015Q2,RCR,2015,3
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.98,2015Q1,RCR,2015,3
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.54,2016Q2,RCR,2016,4
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.56,2016Q3,RCR,2016,4
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.87,2015Q3,RCR,2015,3
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.43,2016Q4,RCR,2016,4
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.35,2017Q4,RCR,2017,5
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.43,2017Q2,RCR,2017,5
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.41,2017Q3,RCR,2017,5
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.54,2017Q1,RCR,2017,5
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.79,2016Q1,RCR,2016,4
VISTA RESIDENCES,12,2013,0.73 - TOA PAYOH,29117.297600809998,34453.879665989996,3.85,2015Q4,RCR,2015,3
AVON PARK,13,1991,0.17 - WOODLEIGH,32104.02453426,35752.57895155,2.68,2015Q3,RCR,2015,25
AVON PARK,13,1991,0.17 - WOODLEIGH,32104.02453426,35752.57895155,2.53,2016Q3,RCR,2016,26
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,3.31,2015Q2,RCR,2015,9
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,3.54,2015Q3,RCR,2015,9
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,3.51,2015Q1,RCR,2015,9
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,3.03,2017Q1,RCR,2017,11
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,3.16,2016Q2,RCR,2016,10
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,3.39,2016Q1,RCR,2016,10
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,3.13,2016Q4,RCR,2016,10
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,2.99,2017Q3,RCR,2017,11
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,3.16,2016Q3,RCR,2016,10
BLOSSOMS @ WOODLEIGH,13,2007,0.36 - WOODLEIGH,31931.22492673,35416.60132881,2.89,2017Q2,RCR,2017,11
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.43,2015Q2,RCR,2015,2
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.39,2015Q3,RCR,2015,2
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.56,2015Q1,RCR,2015,2
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.21,2017Q2,RCR,2017,4
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.53,2016Q1,RCR,2016,3
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.15,2017Q3,RCR,2017,4
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.77,2016Q2,RCR,2016,3
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.14,2017Q4,RCR,2017,4
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.32,2016Q3,RCR,2016,3
NIN RESIDENCE,13,2014,0.17 - POTONG PASIR,32072.3191,34956.4067,3.18,2017Q1,RCR,2017,4
ONE LEICESTER,13,2009,0.26 - POTONG PASIR,31831.50895742,34695.91284669,3.12,2015Q2,RCR,2015,7
ONE LEICESTER,13,2009,0.26 - POTONG PASIR,31831.50895742,34695.91284669,2.65,2017Q3,RCR,2017,9
ONE LEICESTER,13,2009,0.26 - POTONG PASIR,31831.50895742,34695.91284669,2.84,2016Q3,RCR,2016,8
ONE LEICESTER,13,2009,0.26 - POTONG PASIR,31831.50895742,34695.91284669,2.73,2017Q4,RCR,2017,9
ONE LEICESTER,13,2009,0.26 - POTONG PASIR,31831.50895742,34695.91284669,3.1,2016Q1,RCR,2016,8
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,3.13,2015Q2,RCR,2015,18
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,3.13,2015Q3,RCR,2015,18
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,3.26,2015Q1,RCR,2015,18
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,2.93,2017Q1,RCR,2017,20
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,2.87,2016Q4,RCR,2016,19
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,3.11,2016Q1,RCR,2016,19
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,2.91,2017Q2,RCR,2017,20
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,2.77,2017Q3,RCR,2017,20
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,2.93,2016Q2,RCR,2016,19
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,2.77,2017Q4,RCR,2017,20
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,3.07,2015Q4,RCR,2015,18
ASTORIA PARK,14,1998,0.14 - KEMBANGAN,36733.97302103,33710.017858499996,3,2016Q3,RCR,2016,19
ATRIUM RESIDENCES,14,2008,0.5 - ALJUNIED,33845.09790549,32854.76030204,3.07,2015Q2,RCR,2015,8
ATRIUM RESIDENCES,14,2008,0.5 - ALJUNIED,33845.09790549,32854.76030204,3.16,2015Q1,RCR,2015,8
ATRIUM RESIDENCES,14,2008,0.5 - ALJUNIED,33845.09790549,32854.76030204,2.81,2017Q1,RCR,2017,10
ATRIUM RESIDENCES,14,2008,0.5 - ALJUNIED,33845.09790549,32854.76030204,2.81,2016Q1,RCR,2016,9
ATRIUM RESIDENCES,14,2008,0.5 - ALJUNIED,33845.09790549,32854.76030204,2.7,2017Q2,RCR,2017,10
ATRIUM RESIDENCES,14,2008,0.5 - ALJUNIED,33845.09790549,32854.76030204,2.74,2017Q3,RCR,2017,10
ATRIUM RESIDENCES,14,2008,0.5 - ALJUNIED,33845.09790549,32854.76030204,3.03,2015Q4,RCR,2015,8
ATRIUM RESIDENCES,14,2008,0.5 - ALJUNIED,33845.09790549,32854.76030204,2.84,2016Q3,RCR,2016,9
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,3.17,2015Q2,RCR,2015,15
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,3,2015Q3,RCR,2015,15
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,2.82,2017Q1,RCR,2017,17
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,2.84,2017Q3,RCR,2017,17
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,2.9,2016Q3,RCR,2016,16
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,2.7,2016Q4,RCR,2016,16
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,2.8,2017Q4,RCR,2017,17
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,3.12,2015Q4,RCR,2015,15
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,2.92,2016Q2,RCR,2016,16
CENTRAL GROVE,14,2001,0.19 - ALJUNIED,33710.26732762,33155.885712840005,2.83,2017Q2,RCR,2017,17
DAKOTA RESIDENCES,14,2010,0.4 - DAKOTA,33975.5499,32067.7771,3.96,2015Q2,RCR,2015,6
DAKOTA RESIDENCES,14,2010,0.4 - DAKOTA,33975.5499,32067.7771,3.64,2015Q3,RCR,2015,6
DAKOTA RESIDENCES,14,2010,0.4 - DAKOTA,33975.5499,32067.7771,3.67,2015Q1,RCR,2015,6
DAKOTA RESIDENCES,14,2010,0.4 - DAKOTA,33975.5499,32067.7771,3.6,2017Q2,RCR,2017,8
DAKOTA RESIDENCES,14,2010,0.4 - DAKOTA,33975.5499,32067.7771,3.85,2015Q4,RCR,2015,6
DAKOTA RESIDENCES,14,2010,0.4 - DAKOTA,33975.5499,32067.7771,3.5,2017Q3,RCR,2017,8
DAKOTA RESIDENCES,14,2010,0.4 - DAKOTA,33975.5499,32067.7771,3.54,2016Q3,RCR,2016,7
