name,type,rent,date
ASIMONT @ BARKER,Condo,3.64,18
NASSIM JADE,Condo,5.21,18
7 CLAYMORE,NA,4,18
7 CLAYMORE,Condo,3.45,18
THE BENCOOLEN,Condo,4.04,18
THE BENCOOLEN,Condo,4.88,18
CLIVEDEN AT GRANGE,Condo,4.59,18
THE CATHAY RESIDENCES,Condo,5.38,18
ARDMORE RESIDENCE,Condo,5.9,18
DUCHNESS,NA,4.7,18
NASSIM REGENCY,Condo,5.19,18
CLIVEDEN AT GRANGE,Condo,4.88,18
MARINA BAY SUITES,Condo,5.7,18
NASSIM WOODS,Condo,4.21,18
HAIG RD,NA,3.23,18
ORCHARD SCOTTS,Condo,5.59,18
SPOTTISEWOODE 18,Condo,6.72,18
WOODLANDS SPECTRUM,NA,1.6,18
WOODLANDS CENTRAL,NA,2.3,18
1008 TOA PAYOH NORTH,NA,2.2,18
1004 TOA PAYOH NORTH,NA,2.1,18
970 TOA PAYOH NORTH,NA,2.1,18
6 SERANGOON NORTH AVENUE 5,NA,2.5,18
THE SIGNATURE,NA,4.5,18
MARINA ONE RESIDENCES,Condo,5.63,18
387 TAMPINES STREET 32,NA,1.84,18
TOA PAYOH VIEW,NA,2.93,18
SEGAR GARDENS,NA,1.55,18
WOODLANDS CENTRAL,NA,2.3,18
1008 TOA PAYOH NORTH,NA,2.2,18
1004 TOA PAYOH NORTH,NA,2.1,18
970 TOA PAYOH NORTH,NA,2.1,18
6 SERANGOON NORTH AVENUE 5,NA,2.5,18
THE SIGNATURE,NA,4.5,18
MARINA ONE RESIDENCES,Condo,5.63,18
387 TAMPINES STREET 32,NA,1.84,18
TOA PAYOH VIEW,NA,2.93,18
SEGAR GARDENS,NA,1.55,18
21 TELOK BLANGAH,NA,2.47,18
BOONVIEW,Condo,4,18
SUNBIRD VIEW,NA,6.67,18
HILLION RESIDENCE,Condo,4.43,18
CENTRO RESIDENCES,Condo,3.15,18
RESIDENCES 88,Condo,2.45,18
ORANGE REGENCY,NA,2.77,18
CAVENAGH LODGE,NA,3.19,18
KENTISH COURT,Condo,2.73,18
WOODHAVEN,Condo,3.56,18
SKYLINE @ ORCHARD BOULEVARD,Condo,5.32,18
THE SCOTTS TOWER,Condo,6.81,18
D'PAVILION,Condo,2.85,18
THE LANAI,Condo,3.19,18
ALTEZ,NA,6.22,18
URBAN RESORT CONDOMINIUM,Condo,4.51,18
 CLUNY ROAD,NA,2.57,18
38 DRAYCOTT DRIVE,Condo,3.68,NA
76 SHENTON,NA,6.08,NA
76 SHENTON,NA,5.93,NA
SKYLINE @ ORCHARD BOULEVARD,Condo,5.32,18
THE SCOTTS TOWER,Condo,6.81,18
D'PAVILION,Condo,2.85,18
THE LANAI,Condo,3.19,18
ALTEZ,NA,6.22,18
URBAN RESORT CONDOMINIUM,Condo,4.51,18
 CLUNY ROAD,NA,2.57,18
38 DRAYCOTT DRIVE,Condo,3.68,NA
76 SHENTON,NA,6.08,NA
76 SHENTON,NA,5.93,NA
76 SHENTON,NA,4.54,NA
8 @ MOUNT SOPHIA,Condo,2.59,NA
ADRIA,NA,4.64,NA
ALESSANDREA,NA,3.19,NA
ALEX RESIDENCES,Condo,5.7,NA
AMARANDA GARDEN,Condo,2.84,NA
AMBER RESIDENCES,Condo,3.44,NA
ARCHIPELAGO,Condo,3.14,NA
ARDMORE II,Condo,4.94,NA
ARDMORE PARK,Condo,5.03,NA
ARDMORE RESIDENCE,Condo,6.28,NA
ASPEN HEIGHTS,Condo,2.86,NA
BISHAN LOFT,Condo,3.27,NA
BOTANIC GARDENS MANSION,NA,2.62,NA
BOTANIC GARDENS MANSION,NA,2.62,NA
BOTANIC LODGE,NA,3.13,NA
BOTANNIA,Condo,2.83,NA
CAIRNHILL NINE,Condo,6.46,NA
CARABELLE,Condo,3.02,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.48,NA
ARDMORE RESIDENCE,Condo,6.28,NA
ASPEN HEIGHTS,Condo,2.86,NA
BISHAN LOFT,Condo,3.27,NA
BOTANIC GARDENS MANSION,NA,2.62,NA
BOTANIC GARDENS MANSION,NA,2.62,NA
BOTANIC LODGE,NA,3.13,NA
BOTANNIA,Condo,2.83,NA
CAIRNHILL NINE,Condo,6.46,NA
CARABELLE,Condo,3.02,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.48,NA
CARIBBEAN AT KEPPEL BAY,Condo,5,NA
CASPIAN,Condo,2.96,NA
CASSIA VIEW,NA,2.57,NA
CASTLE LOFT,NA,2.3,NA
CENTRAL GROVE,Condo,2.54,NA
CHANGI RISE,Condo,2.26,NA
CHUAN PARK,Condo,NA,NA
CITY SQUARE RESIDENCES,Condo,4.56,NA
CITY SQUARE RESIDENCES,Condo,3.68,NA
CLEMENTI WOODS CONDO,Condo,4.64,NA
CLIVEDEN AT GRANGE,Condo,3.72,NA
CLIVEDEN AT GRANGE,Condo,4.88,NA
CLIVEDEN AT GRANGE,Condo,4.44,NA
COSTA DEL SOL,Condo,3.2,NA
COSTA RHU,Condo,3.59,NA
COTE D'AZUR,Condo,3.61,NA
CUBE 8,Condo,3.78,NA
CYAN,Condo,4.26,NA
CYAN,Condo,4.26,NA
CYAN,Condo,4.7,NA
CLIVEDEN AT GRANGE,Condo,3.72,NA
CLIVEDEN AT GRANGE,Condo,4.88,NA
CLIVEDEN AT GRANGE,Condo,4.44,NA
COSTA DEL SOL,Condo,3.2,NA
COSTA RHU,Condo,3.59,NA
COTE D'AZUR,Condo,3.61,NA
CUBE 8,Condo,3.78,NA
CYAN,Condo,4.26,NA
CYAN,Condo,4.26,NA
CYAN,Condo,4.7,NA
D'ALMIRA,NA,2.56,NA
D'EVELYN,NA,3.51,NA
DE LENTE,NA,3.07,NA
DOMUS,NA,5.7,NA
DOUBLE BAY RESIDENCES,Condo,2.99,NA
ECHELON,Condo,5.46,NA
ECHELON,Condo,4.2,NA
ECHELON,Condo,4.41,NA
ECHELON,Condo,5.97,NA
ECHELON,Condo,6.86,NA
ECHELON,Condo,5.23,NA
ECHELON,Condo,5.23,NA
EIGHT RIVERSUITES,Condo,3.63,NA
EIGHT RIVERSUITES,Condo,3.18,NA
EMERALD PARK,Condo,3.33,NA
ESPADA,Condo,7.16,NA
ESPADA,Condo,3.39,NA
FABER CREST,Condo,2.83,NA
FLAMINGO VALLEY,Condo,1.96,NA
FOUR SEASONS PARK,Condo,4.45,NA
ECHELON,Condo,5.23,NA
ECHELON,Condo,5.23,NA
EIGHT RIVERSUITES,Condo,3.63,NA
EIGHT RIVERSUITES,Condo,3.18,NA
EMERALD PARK,Condo,3.33,NA
ESPADA,Condo,7.16,NA
ESPADA,Condo,3.39,NA
FABER CREST,Condo,2.83,NA
FLAMINGO VALLEY,Condo,1.96,NA
FOUR SEASONS PARK,Condo,4.45,NA
GLORIA MANSION,NA,2.3,NA
GOLD COAST CONDO,Condo,2.78,NA
GOLDENHILL PARK CONDOMINIUM,Condo,3,NA
GRAMERCY PARK,Condo,4.71,NA
GRANDEUR 8,Condo,2.14,NA
HAIG COURT,Condo,2.89,NA
HANA,NA,9.06,NA
HILLTOP GROVE,Condo,2.18,NA
ICON,NA,5.51,NA
ICON,NA,5.33,NA
ICON,NA,4.81,NA
ICON,NA,5.8,NA
ICON,NA,3.74,NA
KALLANG RIVERSIDE,Condo,4.82,NA
KALLANG RIVERSIDE,Condo,5.8,NA
KATONG REGENCY,Condo,3.33,NA
KATONG REGENCY,Condo,3.57,NA
KELLOCK LODGE,NA,2.85,NA
KENSINGTON SQUARE,Condo,6.39,NA
KOVAN REGENCY,Condo,3.18,NA
ICON,NA,4.81,NA
ICON,NA,5.8,NA
ICON,NA,3.74,NA
KALLANG RIVERSIDE,Condo,4.82,NA
KALLANG RIVERSIDE,Condo,5.8,NA
KATONG REGENCY,Condo,3.33,NA
KATONG REGENCY,Condo,3.57,NA
KELLOCK LODGE,NA,2.85,NA
KENSINGTON SQUARE,Condo,6.39,NA
KOVAN REGENCY,Condo,3.18,NA
LE CRESCENDO,Condo,2.39,NA
LEONIE SUITES,NA,4.59,NA
LIBERTE,NA,4.45,NA
LLOYD MANSION,NA,2.87,NA
LOTUS @ PAYA LEBAR (EAST WING),NA,2.85,NA
MARINA BAY RESIDENCES,NA,5.69,NA
MARINA BAY SUITES,Condo,4.16,NA
MARINA BAY SUITES,Condo,4.36,NA
MARINA ONE,Condo,5.19,NA
MARINA ONE,Condo,5.93,NA
MARINA ONE,Condo,4.47,NA
MERAWOODS,Condo,1.9,NA
MERAWOODS,Condo,2.06,NA
MONTEREY PARK,Condo,2.83,NA
MULBERRY TREE,NA,3.94,NA
NASSIM PARK RESIDENCES,Condo,6.84,NA
NIN RESIDENCE,Condo,3.53,NA
NOUVEL 18,Condo,5.33,NA
ONE FORT,Condo,NA,NA
ONE SHENTON,Condo,4.69,NA
MARINA ONE,Condo,4.47,NA
MERAWOODS,Condo,1.9,NA
MERAWOODS,Condo,2.06,NA
MONTEREY PARK,Condo,2.83,NA
MULBERRY TREE,NA,3.94,NA
NASSIM PARK RESIDENCES,Condo,6.84,NA
NIN RESIDENCE,Condo,3.53,NA
NOUVEL 18,Condo,5.33,NA
ONE FORT,Condo,NA,NA
ONE SHENTON,Condo,4.69,NA
ONE SHENTON,Condo,4.98,NA
ORCHARD SCOTTS,Condo,4.38,NA
ORCHARD SCOTTS,Condo,5.99,NA
PALM SPRING,Condo,3.01,NA
PARC OASIS,Condo,2.69,NA
PARC SOPHIA,NA,5.27,NA
PARC VISTA,Condo,2.46,NA
PARVIS,Condo,4.41,NA
PARVIS,Condo,4.66,NA
PATERSON RESIDENCE,Condo,4.87,NA
PEPYS HILL CONDO,Condo,NA,NA
PEPYS HILL CONDO,Condo,2.23,NA
PINNACLE 16,NA,3.78,NA
Q BAY RESIDENCES,Condo,3.13,NA
QUEENS,Condo,4.05,NA
REFLECTIONS AT KEPPEL BAY,Condo,5.29,NA
REGENT RESIDENCES,NA,3.63,NA
RICHMOND PARK,Condo,NA,NA
RICHMOND PARK,Condo,3.8,NA
RIVER PLACE,Condo,2.93,NA
PEPYS HILL CONDO,Condo,NA,NA
PEPYS HILL CONDO,Condo,2.23,NA
PINNACLE 16,NA,3.78,NA
Q BAY RESIDENCES,Condo,3.13,NA
QUEENS,Condo,4.05,NA
REFLECTIONS AT KEPPEL BAY,Condo,5.29,NA
REGENT RESIDENCES,NA,3.63,NA
RICHMOND PARK,Condo,NA,NA
RICHMOND PARK,Condo,3.8,NA
RIVER PLACE,Condo,2.93,NA
RIVER PLACE,Condo,4.03,NA
RIVER PLACE,Condo,4.14,NA
ROSEWOOD,Condo,2.37,NA
RV RESIDENCES,Condo,6.19,NA
RV RESIDENCES,Condo,4.5,NA
SANCTUARY GREEN,Condo,2.97,NA
SANCTUARY GREEN,Condo,3.65,NA
SARKIES GREEN,NA,5.18,NA
SEAHILL,NA,3.54,NA
SILVERSEA,Condo,3.26,NA
SIMS URBAN OASIS,Condo,4.11,NA
SKIES MILTONIA,Condo,2.32,NA
SKY VUE,Condo,4.14,NA
SKYSUITES @ ANSON,NA,6,NA
SPANISH VILLAGE,Condo,2.25,NA
SPOTTISWOODE 18,NA,6.43,NA
SPRINGVALE,NA,9.19,NA
SUITES @ AMBER,NA,3.17,NA
SYMPHONY SUITES,Condo,3.69,NA
SYMPHONY SUITES,Condo,3.56,NA
SIMS URBAN OASIS,Condo,4.11,NA
SKIES MILTONIA,Condo,2.32,NA
SKY VUE,Condo,4.14,NA
SKYSUITES @ ANSON,NA,6,NA
SPANISH VILLAGE,Condo,2.25,NA
SPOTTISWOODE 18,NA,6.43,NA
SPRINGVALE,NA,9.19,NA
SUITES @ AMBER,NA,3.17,NA
SYMPHONY SUITES,Condo,3.69,NA
SYMPHONY SUITES,Condo,3.56,NA
SYMPHONY SUITES,Condo,2.95,NA
TANAMERA CREST,Condo,2.49,NA
TANAMERA CREST,Condo,2.3,NA
THE BALMORAL SPRING,NA,NA,NA
THE BAYSHORE,Condo,3.05,NA
THE BENCOOLEN,NA,6,NA
THE BENCOOLEN,NA,5.31,NA
THE BLOSSOMVALE,Condo,3.21,NA
THE CASCADIA,Condo,2.87,NA
THE CENTRIS,NA,3.33,NA
THE CLIFT,NA,6.83,NA
THE CLIFT,NA,6.52,NA
THE CLIFT,NA,5.13,NA
THE CLIFT,NA,6.26,NA
THE COAST AT SENTOSA COVE,Condo,3.95,NA
THE COSMOPOLITAN,Condo,4.47,NA
THE ESTUARY,Condo,2.7,NA
THE FORD @ HOLLAND,Condo,2.52,NA
THE INSPIRA,Condo,4.27,NA
THE INTERLACE,Condo,2.87,NA
THE CLIFT,NA,6.83,NA
THE CLIFT,NA,6.52,NA
THE CLIFT,NA,5.13,NA
THE CLIFT,NA,6.26,NA
THE COAST AT SENTOSA COVE,Condo,3.95,NA
THE COSMOPOLITAN,Condo,4.47,NA
THE ESTUARY,Condo,2.7,NA
THE FORD @ HOLLAND,Condo,2.52,NA
THE INSPIRA,Condo,4.27,NA
THE INTERLACE,Condo,2.87,NA
THE LAKEFRONT RESIDENCES,Condo,4.02,NA
THE MARBELLA,Condo,3.57,NA
THE MARBELLA,Condo,3.73,NA
THE METROPOLITAN,Condo,5.46,NA
THE METROPOLITAN,Condo,5.41,NA
THE METZ,Condo,5.85,NA
THE OLIV,NA,NA,NA
THE ORIENT,NA,4.04,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PEAK @ CAIRNHILL I,NA,5.69,NA
THE PEAK @ CAIRNHILL II,NA,4.42,NA
THE PEAK @ CAIRNHILL II,NA,4.42,NA
THE PIER @ ROBERTSON,NA,5.02,NA
THE PIER @ ROBERTSON,NA,5.01,NA
THE PINNACLE @ DUXTON,NA,3.45,NA
THE POIZ RESIDENCES,Condo,4.65,NA
THE POIZ RESIDENCES,Condo,3.88,NA
THE POIZ RESIDENCES,Condo,4.83,NA
THE POIZ RESIDENCES,Condo,3.74,NA
THE POIZ RESIDENCES,Condo,3.8,NA
THE PEAK @ CAIRNHILL II,NA,4.42,NA
THE PEAK @ CAIRNHILL II,NA,4.42,NA
THE PIER @ ROBERTSON,NA,5.02,NA
THE PIER @ ROBERTSON,NA,5.01,NA
THE PINNACLE @ DUXTON,NA,3.45,NA
THE POIZ RESIDENCES,Condo,4.65,NA
THE POIZ RESIDENCES,Condo,3.88,NA
THE POIZ RESIDENCES,Condo,4.83,NA
THE POIZ RESIDENCES,Condo,3.74,NA
THE POIZ RESIDENCES,Condo,3.8,NA
THE POIZ RESIDENCES,Condo,4.27,NA
THE POIZ RESIDENCES,Condo,3.72,NA
THE POIZ RESIDENCES,Condo,4.27,NA
THE POIZ RESIDENCES,Condo,4.65,NA
THE POIZ RESIDENCES,Condo,3.85,NA
THE POIZ RESIDENCES,Condo,4.49,NA
THE POIZ RESIDENCES,Condo,4.83,NA
THE POIZ RESIDENCES,Condo,4.52,NA
THE POIZ RESIDENCES,Condo,5.17,NA
THE POIZ RESIDENCES,Condo,4.22,NA
THE POIZ RESIDENCES,Condo,4.76,NA
THE POIZ RESIDENCES,Condo,3.49,NA
THE POIZ RESIDENCES,Condo,4.11,NA
THE POIZ RESIDENCES,Condo,3.98,NA
THE POIZ RESIDENCES,Condo,4.52,NA
THE POIZ RESIDENCES,Condo,3.86,NA
THE POIZ RESIDENCES,Condo,4.26,NA
THE POIZ RESIDENCES,Condo,3.65,NA
THE POIZ RESIDENCES,Condo,4.52,NA
THE REGALIA,NA,3.29,NA
THE POIZ RESIDENCES,Condo,4.76,NA
THE POIZ RESIDENCES,Condo,3.49,NA
THE POIZ RESIDENCES,Condo,4.11,NA
THE POIZ RESIDENCES,Condo,3.98,NA
THE POIZ RESIDENCES,Condo,4.52,NA
THE POIZ RESIDENCES,Condo,3.86,NA
THE POIZ RESIDENCES,Condo,4.26,NA
THE POIZ RESIDENCES,Condo,3.65,NA
THE POIZ RESIDENCES,Condo,4.52,NA
THE REGALIA,NA,3.29,NA
THE RIVERINE BY THE PARK,NA,3.98,NA
THE SAIL @ MARINA BAY,NA,4.57,NA
THE SAIL @ MARINA BAY,NA,5.81,NA
THE SAIL @ MARINA BAY,NA,3.52,NA
THE SAIL @ MARINA BAY,NA,6.51,NA
THE TENNERY,Condo,3.02,NA
THE TENNERY,Condo,3.48,NA
THE TRIZON,Condo,3.89,NA
THE TRIZON,Condo,3.94,NA
THE TRIZON,Condo,3.35,NA
THE TRIZON,Condo,3.94,NA
THE TRUMPS,Condo,2.87,NA
THE WATERSIDE,Condo,2.34,NA
THREE BALMORAL,Condo,5.55,NA
TIARA,Condo,3.35,NA
TRE RESIDENCES,Condo,4.07,NA
TREVISTA,Condo,3.6,NA
TRIBECA BY THE WATERFRONT,Condo,5.79,NA
UE SQUARE,NA,3.48,NA
URBANA,Condo,4.14,NA
THE TRIZON,Condo,3.94,NA
THE TRUMPS,Condo,2.87,NA
THE WATERSIDE,Condo,2.34,NA
THREE BALMORAL,Condo,5.55,NA
TIARA,Condo,3.35,NA
TRE RESIDENCES,Condo,4.07,NA
TREVISTA,Condo,3.6,NA
TRIBECA BY THE WATERFRONT,Condo,5.79,NA
UE SQUARE,NA,3.48,NA
URBANA,Condo,4.14,NA
URBANEDGE @ HOLLAND V,NA,3.21,NA
VALLEY PARK,Condo,3.5,NA
VARSITY PARK,Condo,3.64,NA
VERDURE,Condo,3.59,NA
VIDA,NA,4.41,NA
VILLA MARINA,Condo,2.97,NA
VILLA MARINA,Condo,2.37,NA
VISIONCREST RESIDENCE,NA,4.82,NA
VISIONCREST RESIDENCE,NA,4.86,NA
VIZ @ HOLLAND,Condo,3.34,NA
WATERBANK AT DAKOTA,Condo,4.81,NA
WATERBANK AT DAKOTA,Condo,4.25,NA
WATERFRONT GOLD,Condo,3.41,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.81,NA
WATERSCAPE AT CAVENAGH,NA,4.05,NA
BOON COURT,NA,1.93,NA
CITYLIGHTS,Condo,5.18,NA
D'LEEDON,Condo,4.48,NA
JURONG WEST STREET 64,NA,2.45,NA
MONTREAL DRIVE,NA,2.06,NA
WATERBANK AT DAKOTA,Condo,4.81,NA
WATERBANK AT DAKOTA,Condo,4.25,NA
WATERFRONT GOLD,Condo,3.41,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.81,NA
WATERSCAPE AT CAVENAGH,NA,4.05,NA
BOON COURT,NA,1.93,NA
CITYLIGHTS,Condo,5.18,NA
D'LEEDON,Condo,4.48,NA
JURONG WEST STREET 64,NA,2.45,NA
MONTREAL DRIVE,NA,2.06,NA
PARC EMILY,Condo,5.04,NA
SOMMERVILLE PARK,Condo,3.45,NA
TEMBELING RESIDENCE,NA,2.82,NA
BUKIT BATOK WEST AVENUE 5,NA,1.81,NA
ANGSANA PARK,NA,2.07,NA
BRADDELL HEIGHTS ESTATE,NA,1.66,NA
LORONG G TELOK KURAU,NA,NA,NA
LORONG G TELOK KURAU,NA,NA,NA
WIMBORNE VILLA,NA,2.09,NA
ALEXANDRA CENTRAL,NA,10.31,NA
ALEXANDRA CENTRAL,NA,13.33,NA
AMOY STREET,NA,11.67,NA
ANG MO KIO INDUSTRIAL PARK 2,NA,2.2,NA
ARC 380,NA,6.5,NA
ARC 380,NA,6.5,NA
ARC 380,NA,6.5,NA
BOAT QUAY,NA,9.48,NA
BOAT QUAY,NA,5,NA
BOON LAY SHOPPING CENTRE,NA,NA,NA
BUGIS VILLAGE,NA,4.01,NA
ALEXANDRA CENTRAL,NA,13.33,NA
AMOY STREET,NA,11.67,NA
ANG MO KIO INDUSTRIAL PARK 2,NA,2.2,NA
ARC 380,NA,6.5,NA
ARC 380,NA,6.5,NA
ARC 380,NA,6.5,NA
BOAT QUAY,NA,9.48,NA
BOAT QUAY,NA,5,NA
BOON LAY SHOPPING CENTRE,NA,NA,NA
BUGIS VILLAGE,NA,4.01,NA
BUKIT TIMAH SHOPPING CENTRE,NA,6.57,NA
CECIL COURT,NA,5.46,NA
CECIL COURT,NA,5.42,NA
CECIL COURT,NA,5.4,NA
CECIL COURT,NA,5.56,NA
CECIL STREET,NA,5.91,NA
CECIL STREET,NA,5.89,NA
CENTRAL MALL,NA,6.79,NA
CHANGI ROAD,NA,NA,NA
CHINATOWN,NA,3.17,NA
CHYE SING BUILDING,NA,4.84,NA
CHYE SING BUILDING,NA,4.5,NA
CIRCULAR ROAD,NA,12.73,NA
CLEMENTI,NA,8.33,NA
CLEMENTI AVENUE 3,NA,4.01,NA
CLIFFORD CENTRE,NA,7.86,NA
CLIFFORD CENTRE,NA,7.88,NA
CLIFFORD CENTRE,NA,7.95,NA
CLIFFORD CENTRE,NA,7.95,NA
CLIFFORD CENTRE,NA,7.49,NA
CHYE SING BUILDING,NA,4.84,NA
CHYE SING BUILDING,NA,4.5,NA
CIRCULAR ROAD,NA,12.73,NA
CLEMENTI,NA,8.33,NA
CLEMENTI AVENUE 3,NA,4.01,NA
CLIFFORD CENTRE,NA,7.86,NA
CLIFFORD CENTRE,NA,7.88,NA
CLIFFORD CENTRE,NA,7.95,NA
CLIFFORD CENTRE,NA,7.95,NA
CLIFFORD CENTRE,NA,7.49,NA
CLIFFORD CENTRE,NA,7.53,NA
CLIFFORD CENTRE,NA,7.53,NA
CLIFFORD CENTRE,NA,7.01,NA
CLUB STREET,NA,4.9,NA
CRYSTAL TIME BUILDING,NA,2.52,NA
ELITE INDUSTRIAL BUILDING I,NA,1.6,NA
EON SHENTON,NA,4.84,NA
EON SHENTON,NA,5.88,NA
EON SHENTON,NA,5.23,NA
EON SHENTON,NA,6.35,NA
EON SHENTON,NA,6.32,NA
EON SHENTON,NA,6.29,NA
EUNOS TECHPARK,NA,2.1,NA
FAR EAST SQUARE,NA,7.5,NA
FAR EAST SQUARE,NA,7.43,NA
FAR EAST SQUARE,NA,6.21,NA
FINLAYSON GREEN,NA,8.11,NA
FOOD XCHANGE @ ADMIRALTY,NA,2.11,NA
FOOD XCHANGE @ ADMIRALTY,NA,1.93,NA
FOOD XCHANGE @ ADMIRALTY,NA,2.11,NA
EON SHENTON,NA,6.32,NA
EON SHENTON,NA,6.29,NA
EUNOS TECHPARK,NA,2.1,NA
FAR EAST SQUARE,NA,7.5,NA
FAR EAST SQUARE,NA,7.43,NA
FAR EAST SQUARE,NA,6.21,NA
FINLAYSON GREEN,NA,8.11,NA
FOOD XCHANGE @ ADMIRALTY,NA,2.11,NA
FOOD XCHANGE @ ADMIRALTY,NA,1.93,NA
FOOD XCHANGE @ ADMIRALTY,NA,2.11,NA
GATEWAY EAST,NA,7.31,NA
GEYLANG ROAD,NA,3.45,NA
HENDERSON,NA,2.58,NA
HENDERSON INDUSTRIAL PARK,NA,1.5,NA
HOUGANG STREET 21,NA,4,NA
INTERLOCAL CENTRE,NA,2.8,NA
INTERNATIONAL ROAD,NA,1.27,NA
ISPACE,NA,3.68,NA
JALAN BESAR,NA,4.42,NA
JIT POH BUILDING,NA,5.5,NA
JIT POH BUILDING,NA,5.5,NA
JIT POH BUILDING,NA,5.5,NA
JIT POH BUILDING,NA,5.5,NA
JURONG FOOD HUB,NA,2.7,NA
KA FOODLINK,NA,3.5,NA
KA FOODLINK,NA,3.18,NA
KECK SENG TOWER,NA,5.9,NA
KECK SENG TOWER,NA,5.71,NA
KECK SENG TOWER,NA,6.03,NA
KECK SENG TOWER,NA,5.7,NA
JIT POH BUILDING,NA,5.5,NA
JIT POH BUILDING,NA,5.5,NA
JIT POH BUILDING,NA,5.5,NA
JURONG FOOD HUB,NA,2.7,NA
KA FOODLINK,NA,3.5,NA
KA FOODLINK,NA,3.18,NA
KECK SENG TOWER,NA,5.9,NA
KECK SENG TOWER,NA,5.71,NA
KECK SENG TOWER,NA,6.03,NA
KECK SENG TOWER,NA,5.7,NA
KRANJI LINK,NA,1.64,NA
LIAN HUAT BUILDING,NA,4.5,NA
LIAN HUAT BUILDING,NA,4.57,NA
LITTLE ROAD,NA,2.08,NA
LUCKY PLAZA,NA,23,NA
LUCKY PLAZA,NA,23,NA
MANDAI FOODLINK,NA,2,NA
MANDAI FOODLINK,NA,1.84,NA
MEGA @ WOODLANDS,NA,1.74,NA
NEWEST,NA,9,NA
NEYTHAL ROAD,NA,0.88,NA
NORTHSTAR @ AMK,NA,1.84,NA
NORTHSTAR @ AMK,NA,1.85,NA
NORTHSTAR @ AMK,NA,1.67,NA
OCBC CENTRE,NA,9.88,NA
OCBC CENTRE,NA,9.26,NA
OCBC CENTRE,NA,8.98,NA
OCBC CENTRE,NA,9.15,NA
OCBC CENTRE,NA,9.53,NA
ORCHARD TOWERS,NA,4.59,NA
NEYTHAL ROAD,NA,0.88,NA
NORTHSTAR @ AMK,NA,1.84,NA
NORTHSTAR @ AMK,NA,1.85,NA
NORTHSTAR @ AMK,NA,1.67,NA
OCBC CENTRE,NA,9.88,NA
OCBC CENTRE,NA,9.26,NA
OCBC CENTRE,NA,8.98,NA
OCBC CENTRE,NA,9.15,NA
OCBC CENTRE,NA,9.53,NA
ORCHARD TOWERS,NA,4.59,NA
ORCHARD TOWERS,NA,4.67,NA
ORCHARD TOWERS,NA,4.5,NA
OXLEY TOWER,NA,4.62,NA
PAVILION SQUARE,NA,23.26,NA
PAYA LEBAR,NA,NA,NA
PENINSULA PLAZA,NA,5.05,NA
PIONEER,NA,1.1,NA
PIONEER,NA,1.1,NA
RAEBURN PARK,NA,3.5,NA
RAEBURN PARK,NA,3.5,NA
RAFFLES PLACE,NA,8,NA
RAFFLES PLACE,NA,8,NA
RAFFLES PLACE,NA,5.63,NA
RAFFLES PLACE,NA,11,NA
REALTY CENTRE,NA,3.16,NA
REPUBLIC PLAZA,NA,10.63,NA
RIVERSIDE POINT,NA,9.01,NA
ROBINSON CENTRE,NA,8.48,NA
ROBINSON CENTRE,NA,8.51,NA
ROBINSON CENTRE,NA,8.56,NA
RAFFLES PLACE,NA,8,NA
RAFFLES PLACE,NA,8,NA
RAFFLES PLACE,NA,5.63,NA
RAFFLES PLACE,NA,11,NA
REALTY CENTRE,NA,3.16,NA
REPUBLIC PLAZA,NA,10.63,NA
RIVERSIDE POINT,NA,9.01,NA
ROBINSON CENTRE,NA,8.48,NA
ROBINSON CENTRE,NA,8.51,NA
ROBINSON CENTRE,NA,8.56,NA
ROBINSON CENTRE,NA,8.75,NA
ROYAL SQUARE @ NOVENA,NA,6.53,NA
RUBY INDUSTRIAL COMPLEX,NA,1.69,NA
SBF CENTER,NA,11,NA
SCOTTS SQUARE,NA,7.37,NA
SCOTTS SQUARE,NA,7.87,NA
SCOTTS SQUARE,NA,7.21,NA
SCOTTS SQUARE,NA,8.49,NA
SHAW TOWER,NA,4.95,NA
SHENTON HOUSE,NA,4.28,NA
SHENTON HOUSE,NA,4.47,NA
SHENTON HOUSE,NA,3.94,NA
SHENTON HOUSE,NA,5.88,NA
SHENTON HOUSE,NA,4.97,NA
SHUN LI INDUSTRIAL PARK,NA,1.5,NA
SIF BUILDING,NA,7.3,NA
SIF BUILDING,NA,7.39,NA
SKYLINE BUILDING,NA,3.85,NA
SOUTH BRIDGE ROAD,NA,NA,NA
SOUTH BRIDGE ROAD,NA,5,NA
SHENTON HOUSE,NA,4.47,NA
SHENTON HOUSE,NA,3.94,NA
SHENTON HOUSE,NA,5.88,NA
SHENTON HOUSE,NA,4.97,NA
SHUN LI INDUSTRIAL PARK,NA,1.5,NA
SIF BUILDING,NA,7.3,NA
SIF BUILDING,NA,7.39,NA
SKYLINE BUILDING,NA,3.85,NA
SOUTH BRIDGE ROAD,NA,NA,NA
SOUTH BRIDGE ROAD,NA,5,NA
SPRINGLEAF TOWER,NA,8,NA
SUNGEI KADUT INDUSTRIAL ESTATE,NA,1.4,NA
SUNGEI KADUT INDUSTRIAL ESTATE,NA,1.4,NA
