name,type,rent,date
THE HILLSIDE,Condo,2.28,NA
THE HILLSIDE,Condo,2.28,NA
THE HILLSIDE,Condo,2.28,NA
THE HILLSIDE,Condo,2.28,NA
THE HILLSIDE,Condo,NA,NA
THE HILLSIDE,Condo,2.13,NA
THE HILLSIDE,Condo,2.28,NA
THE HILLSIDE,Condo,2.28,NA
THE HOLLAND COLLECTION,NA,2.61,NA
THE HORIZON,Condo,3.07,NA
THE HUNTINGTON,NA,3.35,NA
THE HUNTINGTON,NA,3.35,NA
THE INFINITI,Condo,2.6,NA
THE INFINITI,Condo,3.06,NA
THE INSPIRA,Condo,5.13,NA
THE INSPIRA,Condo,4.24,NA
THE INSPIRA,Condo,3.97,NA
THE INSPIRA,Condo,3.97,NA
THE INSPIRA,Condo,4,NA
THE INTERLACE,Condo,4.96,NA
THE INTERLACE,Condo,3.83,NA
THE INTERLACE,Condo,3.4,NA
THE INFINITI,Condo,2.6,NA
THE INFINITI,Condo,3.06,NA
THE INSPIRA,Condo,5.13,NA
THE INSPIRA,Condo,4.24,NA
THE INSPIRA,Condo,3.97,NA
THE INSPIRA,Condo,3.97,NA
THE INSPIRA,Condo,4,NA
THE INTERLACE,Condo,4.96,NA
THE INTERLACE,Condo,3.83,NA
THE INTERLACE,Condo,3.4,NA
THE INTERLACE,Condo,4.18,NA
THE INTERLACE,Condo,2.64,NA
THE INTERLACE,Condo,4.2,NA
THE INTERLACE,Condo,4.2,NA
THE INTERLACE,Condo,4.2,NA
THE JADE,Condo,2.87,NA
THE JADE,Condo,2.94,NA
THE JADE,Condo,2.96,NA
THE JADE,Condo,2.67,NA
THE JADE,Condo,2.66,NA
THE JADE,Condo,2.66,NA
THE JADE,Condo,2.96,NA
THE JADE,Condo,2.96,NA
THE LAKEFRONT RESIDENCES,Condo,3.1,NA
THE LAKEFRONT RESIDENCES,Condo,3.29,NA
THE LAKEFRONT RESIDENCES,Condo,3.3,NA
THE LAKEFRONT RESIDENCES,Condo,3.23,NA
THE LAKEFRONT RESIDENCES,Condo,3.4,NA
THE LAKEFRONT RESIDENCES,Condo,3.3,NA
THE LAKEFRONT RESIDENCES,Condo,3.23,NA
THE JADE,Condo,2.66,NA
THE JADE,Condo,2.96,NA
THE JADE,Condo,2.96,NA
THE LAKEFRONT RESIDENCES,Condo,3.1,NA
THE LAKEFRONT RESIDENCES,Condo,3.29,NA
THE LAKEFRONT RESIDENCES,Condo,3.3,NA
THE LAKEFRONT RESIDENCES,Condo,3.23,NA
THE LAKEFRONT RESIDENCES,Condo,3.4,NA
THE LAKEFRONT RESIDENCES,Condo,3.3,NA
THE LAKEFRONT RESIDENCES,Condo,3.23,NA
THE LAKEFRONT RESIDENCES,Condo,3.4,NA
THE LAKEFRONT RESIDENCES,Condo,3.17,NA
THE LAKEFRONT RESIDENCES,Condo,2.49,NA
THE LAKEFRONT RESIDENCES,Condo,2.42,NA
THE LAKEFRONT RESIDENCES,Condo,3.27,NA
THE LAKEFRONT RESIDENCES,Condo,3.37,NA
THE LAKEFRONT RESIDENCES,Condo,3.3,NA
THE LAKEFRONT RESIDENCES,Condo,2.49,NA
THE LAKEFRONT RESIDENCES,Condo,3.27,NA
THE LAKEFRONT RESIDENCES,Condo,3.3,NA
THE LAKEFRONT RESIDENCES,Condo,3.27,NA
THE LANAI,Condo,3.68,NA
THE LAURELS,Condo,5.89,NA
THE LAURELS,Condo,6.01,NA
THE LAURELS,Condo,5.71,NA
THE LAURELS,Condo,4.58,NA
THE LAURELS,Condo,4.58,NA
THE LAURELS,Condo,5.97,NA
THE LAURELS,Condo,6.38,NA
THE LAURELS,Condo,5.71,NA
THE LAKEFRONT RESIDENCES,Condo,3.27,NA
THE LANAI,Condo,3.68,NA
THE LAURELS,Condo,5.89,NA
THE LAURELS,Condo,6.01,NA
THE LAURELS,Condo,5.71,NA
THE LAURELS,Condo,4.58,NA
THE LAURELS,Condo,4.58,NA
THE LAURELS,Condo,5.97,NA
THE LAURELS,Condo,6.38,NA
THE LAURELS,Condo,5.71,NA
THE LAURELS,Condo,5.27,NA
THE LAURELS,Condo,6.38,NA
THE LAURELS,Condo,4.58,NA
THE LAURELS,Condo,5.27,NA
THE LAURELS,Condo,6.23,NA
THE LAURELS,Condo,6.19,NA
THE LAURELS,Condo,5.97,NA
THE LEGACY,NA,3.27,NA
THE LEGEND,Condo,2.76,NA
THE LEVELZ,Condo,3.89,NA
THE LEVELZ,Condo,3.27,NA
THE LINC,NA,3.59,NA
THE LINCOLN MODERN,NA,2.78,NA
THE LINCOLN RESIDENCES,Condo,3.66,NA
THE LINCOLN RESIDENCES,Condo,3.66,NA
THE LUMIERE,Condo,4.33,NA
THE LUMIERE,Condo,3.94,NA
THE LUMIERE,Condo,5.16,NA
THE LUMIERE,Condo,4.04,NA
THE LUMIERE,Condo,5.11,NA
THE LEVELZ,Condo,3.27,NA
THE LINC,NA,3.59,NA
THE LINCOLN MODERN,NA,2.78,NA
THE LINCOLN RESIDENCES,Condo,3.66,NA
THE LINCOLN RESIDENCES,Condo,3.66,NA
THE LUMIERE,Condo,4.33,NA
THE LUMIERE,Condo,3.94,NA
THE LUMIERE,Condo,5.16,NA
THE LUMIERE,Condo,4.04,NA
THE LUMIERE,Condo,5.11,NA
THE LUXURIE,Condo,2.84,NA
THE LUXURIE,Condo,2.65,NA
THE LUXURIE,Condo,2.65,NA
THE LUXURIE,Condo,2.77,NA
THE LUXURIE,Condo,2.84,NA
THE LUXURIE,Condo,2.77,NA
THE MAKENA,Condo,2.92,NA
THE MAKENA,Condo,2.92,NA
THE MARBELLA,Condo,3.6,NA
THE MARBELLA,Condo,3.87,NA
THE MARBELLA,Condo,3.87,NA
THE MARQUE AT IRRAWADDY,NA,3.21,NA
THE MARQUE AT IRRAWADDY,NA,3.21,NA
THE MAYFAIR,Condo,2.61,NA
THE MERCURY,NA,4.72,NA
THE MERCURY,NA,3.83,NA
THE MERCURY,NA,3.83,NA
THE METROPOLITAN,Condo,3.69,NA
THE METROPOLITAN,Condo,5.41,NA
THE METROPOLITAN,Condo,5.75,NA
THE MARBELLA,Condo,3.87,NA
THE MARQUE AT IRRAWADDY,NA,3.21,NA
THE MARQUE AT IRRAWADDY,NA,3.21,NA
THE MAYFAIR,Condo,2.61,NA
THE MERCURY,NA,4.72,NA
THE MERCURY,NA,3.83,NA
THE MERCURY,NA,3.83,NA
THE METROPOLITAN,Condo,3.69,NA
THE METROPOLITAN,Condo,5.41,NA
THE METROPOLITAN,Condo,5.75,NA
THE METROPOLITAN,Condo,3.75,NA
THE METROPOLITAN,Condo,3.42,NA
THE METROPOLITAN,Condo,4.42,NA
THE METROPOLITAN,Condo,3.42,NA
THE METROPOLITAN,Condo,4.36,NA
THE METROPOLITAN,Condo,3.42,NA
THE METROPOLITAN,Condo,4.42,NA
THE METROPOLITAN,Condo,4.72,NA
THE METROPOLITAN,Condo,3.87,NA
THE METROPOLITAN,Condo,4.72,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.37,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,5.47,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,5.47,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,6.71,NA
THE METZ,Condo,5.56,NA
THE MEZZO,NA,2.41,NA
THE MEZZO,NA,3.61,NA
THE MEZZO,NA,2.89,NA
THE MINTON,Condo,2.64,NA
THE MINTON,Condo,2.86,NA
THE MINTON,Condo,2.64,NA
THE MINTON,Condo,2.76,NA
THE MINTON,Condo,NA,NA
THE MKZ,NA,4.64,NA
THE MONTANA,NA,3.71,NA
THE NEXUS,Condo,3.38,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.42,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.8,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,2.31,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.68,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.68,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.68,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,2.31,NA
THE MKZ,NA,4.64,NA
THE MONTANA,NA,3.71,NA
THE NEXUS,Condo,3.38,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.42,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.8,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,2.31,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.68,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.68,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.68,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,2.31,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,2.31,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,3.34,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,2.31,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,2.63,NA
THE OCEANFRONT @ SENTOSA COVE,Condo,4.03,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE ORANGE GROVE,Condo,4.09,NA
THE ORANGE GROVE,Condo,3.85,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE OLIV,NA,NA,NA
THE ORANGE GROVE,Condo,4.09,NA
THE ORANGE GROVE,Condo,3.85,NA
THE ORANGE GROVE,Condo,3.64,NA
THE ORANGE GROVE,Condo,4.09,NA
THE ORANGE GROVE,Condo,3.64,NA
THE ORCHARD RESIDENCES,NA,6.31,NA
THE ORIENT,NA,4.04,NA
THE ORIENT,NA,5.51,NA
THE ORIENT,NA,5.16,NA
THE ORIENT,NA,4.44,NA
THE ORIENT,NA,5.16,NA
THE ORIENT,NA,4.85,NA
THE ORIENT,NA,5.51,NA
THE ORIENT,NA,5.51,NA
THE ORIENT,NA,5.16,NA
THE ORIENT,NA,5.16,NA
THE ORIENT,NA,4.44,NA
THE ORIENT,NA,4.82,NA
THE OXLEY,NA,4.89,NA
THE OXLEY,NA,4.89,NA
THE OXLEY,NA,4.89,NA
THE PALETTE,Condo,2.8,NA
THE ORIENT,NA,5.51,NA
THE ORIENT,NA,5.51,NA
THE ORIENT,NA,5.16,NA
THE ORIENT,NA,5.16,NA
THE ORIENT,NA,4.44,NA
THE ORIENT,NA,4.82,NA
THE OXLEY,NA,4.89,NA
THE OXLEY,NA,4.89,NA
THE OXLEY,NA,4.89,NA
THE PALETTE,Condo,2.8,NA
THE PANORAMA,Condo,3.5,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.3,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.47,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,3.57,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.45,NA
THE PARC CONDOMINIUM,Condo,2.22,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.45,NA
THE PARC CONDOMINIUM,Condo,2.22,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.47,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.45,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,2.22,NA
THE PARC CONDOMINIUM,Condo,3.28,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,2.22,NA
THE PARC CONDOMINIUM,Condo,3.28,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.46,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.29,NA
THE PARC CONDOMINIUM,Condo,3.16,NA
THE PARC CONDOMINIUM,Condo,2.22,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARC CONDOMINIUM,Condo,3.27,NA
THE PARK VALE,Condo,2.67,NA
THE PATERSON EDGE,NA,3.9,NA
THE PATERSON EDGE,NA,4.44,NA
THE PATERSON EDGE,NA,4.45,NA
THE PATERSON EDGE,NA,4.44,NA
THE PATERSON EDGE,NA,4.45,NA
THE PATERSON EDGE,NA,4.45,NA
THE PEAK @ BALMEG,Condo,4.04,NA
THE PEAK @ BALMEG,Condo,4.04,NA
THE PEAK @ BALMEG,Condo,3.18,NA
THE PEAK @ BALMEG,Condo,3.18,NA
THE PEAK @ BALMEG,Condo,3.18,NA
THE PEAK @ CAIRNHILL I,NA,5.69,NA
THE PATERSON EDGE,NA,4.45,NA
THE PATERSON EDGE,NA,4.44,NA
THE PATERSON EDGE,NA,4.45,NA
THE PATERSON EDGE,NA,4.45,NA
THE PEAK @ BALMEG,Condo,4.04,NA
THE PEAK @ BALMEG,Condo,4.04,NA
THE PEAK @ BALMEG,Condo,3.18,NA
THE PEAK @ BALMEG,Condo,3.18,NA
THE PEAK @ BALMEG,Condo,3.18,NA
THE PEAK @ CAIRNHILL I,NA,5.69,NA
THE PEAK @ CAIRNHILL I,NA,NA,NA
THE PEAK @ CAIRNHILL I,NA,NA,NA
THE PEAK @ CAIRNHILL I,NA,NA,NA
THE PEAK @ CAIRNHILL I,NA,NA,NA
THE PEAK @ CAIRNHILL I,NA,5.22,NA
THE PEAK @ CAIRNHILL I,NA,NA,NA
THE PEAK @ CAIRNHILL I,NA,NA,NA
THE PEAK @ CAIRNHILL I,NA,NA,NA
THE PEAK @ CAIRNHILL II,NA,4.34,NA
THE PEARL @ MOUNT FABER,Condo,2.1,NA
THE PEARL @ MOUNT FABER,Condo,1.93,NA
THE PETALS,Condo,2.58,NA
THE PIER @ ROBERTSON,NA,5.02,NA
THE PIER @ ROBERTSON,NA,5.01,NA
THE PIER @ ROBERTSON,NA,5.48,NA
THE PIER @ ROBERTSON,NA,5.6,NA
THE PIER @ ROBERTSON,NA,4.91,NA
THE PIER @ ROBERTSON,NA,5.19,NA
THE PIER @ ROBERTSON,NA,5.48,NA
THE PIER @ ROBERTSON,NA,5.19,NA
THE PEARL @ MOUNT FABER,Condo,1.93,NA
THE PETALS,Condo,2.58,NA
THE PIER @ ROBERTSON,NA,5.02,NA
THE PIER @ ROBERTSON,NA,5.01,NA
THE PIER @ ROBERTSON,NA,5.48,NA
THE PIER @ ROBERTSON,NA,5.6,NA
THE PIER @ ROBERTSON,NA,4.91,NA
THE PIER @ ROBERTSON,NA,5.19,NA
THE PIER @ ROBERTSON,NA,5.48,NA
THE PIER @ ROBERTSON,NA,5.19,NA
THE PIER @ ROBERTSON,NA,5.9,NA
THE PINNACLE @ DUXTON,NA,3.3,NA
THE PINNACLE @ DUXTON,NA,3,NA
THE PINNACLE @ DUXTON,NA,3.91,NA
THE PINNACLE @ DUXTON,NA,3.5,NA
THE PINNACLE @ DUXTON,NA,3.91,NA
THE PINNACLE @ DUXTON,NA,3.51,NA
THE PINNACLE @ DUXTON,NA,3.36,NA
THE PINNACLE @ DUXTON,NA,3.13,NA
THE PINNACLE @ DUXTON,NA,3.5,NA
THE PINNACLE @ DUXTON,NA,3.2,NA
THE PINNACLE @ DUXTON,NA,3.5,NA
THE PINNACLE @ DUXTON,NA,3.36,NA
THE PINNACLE @ DUXTON,NA,3.48,NA
THE PINNACLE @ DUXTON,NA,3.4,NA
THE PINNACLE @ DUXTON,NA,3.36,NA
THE PINNACLE @ DUXTON,NA,3,NA
THE PINNACLE @ DUXTON,NA,3.48,NA
THE PLAZA,NA,3.72,NA
THE POIZ RESIDENCES,Condo,4.27,NA
THE PINNACLE @ DUXTON,NA,3.2,NA
THE PINNACLE @ DUXTON,NA,3.5,NA
THE PINNACLE @ DUXTON,NA,3.36,NA
THE PINNACLE @ DUXTON,NA,3.48,NA
THE PINNACLE @ DUXTON,NA,3.4,NA
THE PINNACLE @ DUXTON,NA,3.36,NA
THE PINNACLE @ DUXTON,NA,3,NA
THE PINNACLE @ DUXTON,NA,3.48,NA
THE PLAZA,NA,3.72,NA
THE POIZ RESIDENCES,Condo,4.27,NA
THE POIZ RESIDENCES,Condo,4.74,NA
THE POIZ RESIDENCES,Condo,4.52,NA
THE POIZ RESIDENCES,Condo,4.83,NA
THE POIZ RESIDENCES,Condo,3.35,NA
THE RED HOUSE,NA,2.9,NA
THE RED HOUSE,NA,2.9,NA
THE RED HOUSE,NA,NA,NA
THE RED HOUSE,NA,3.07,NA
THE RED HOUSE,NA,NA,NA
THE RED HOUSE,NA,NA,NA
THE RED HOUSE,NA,3.07,NA
THE RED HOUSE,NA,NA,NA
THE REGALIA,NA,3.29,NA
THE REGENCY AT TIONG BAHRU,Condo,4.68,NA
THE RISE @ OXLEY RESIDENCES,NA,5.7,NA
THE RISE @ OXLEY RESIDENCES,NA,5.25,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RED HOUSE,NA,3.07,NA
THE RED HOUSE,NA,NA,NA
THE REGALIA,NA,3.29,NA
THE REGENCY AT TIONG BAHRU,Condo,4.68,NA
THE RISE @ OXLEY RESIDENCES,NA,5.7,NA
THE RISE @ OXLEY RESIDENCES,NA,5.25,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RITZ-CARLTON RESIDENCES,NA,5.65,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RITZ-CARLTON RESIDENCES,NA,6.64,NA
THE RIVERINE BY THE PARK,NA,3.47,NA
THE RIVERINE BY THE PARK,NA,3.66,NA
THE RIVERINE BY THE PARK,NA,3.47,NA
THE RIVERINE BY THE PARK,NA,3.98,NA
THE RIVERSIDE PIAZZA,NA,3.65,NA
THE RIVERSIDE PIAZZA,NA,3.65,NA
THE ROCHESTER,NA,NA,NA
THE ROCHESTER,NA,NA,NA
THE ROCHESTER,NA,NA,NA
THE ROCHESTER,NA,NA,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,4.58,NA
THE SAIL @ MARINA BAY,NA,5.37,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,4.82,NA
THE SAIL @ MARINA BAY,NA,4.7,NA
THE ROCHESTER,NA,NA,NA
THE ROCHESTER,NA,NA,NA
THE ROCHESTER,NA,NA,NA
THE ROCHESTER,NA,NA,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,4.58,NA
THE SAIL @ MARINA BAY,NA,5.37,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,4.82,NA
THE SAIL @ MARINA BAY,NA,4.7,NA
THE SAIL @ MARINA BAY,NA,5.04,NA
THE SAIL @ MARINA BAY,NA,5.77,NA
THE SAIL @ MARINA BAY,NA,4.49,NA
THE SAIL @ MARINA BAY,NA,4.48,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,5.57,NA
THE SAIL @ MARINA BAY,NA,5.41,NA
THE SAIL @ MARINA BAY,NA,5.41,NA
THE SAIL @ MARINA BAY,NA,5.77,NA
THE SAIL @ MARINA BAY,NA,5.81,NA
THE SAIL @ MARINA BAY,NA,5.1,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,5.7,NA
THE SAIL @ MARINA BAY,NA,4.7,NA
THE SAIL @ MARINA BAY,NA,5.37,NA
THE SAIL @ MARINA BAY,NA,5.41,NA
THE SAIL @ MARINA BAY,NA,5.55,NA
THE SAIL @ MARINA BAY,NA,5.04,NA
THE SAIL @ MARINA BAY,NA,5.1,NA
THE SAIL @ MARINA BAY,NA,4.87,NA
THE SAIL @ MARINA BAY,NA,5.1,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,5.7,NA
THE SAIL @ MARINA BAY,NA,4.7,NA
THE SAIL @ MARINA BAY,NA,5.37,NA
THE SAIL @ MARINA BAY,NA,5.41,NA
THE SAIL @ MARINA BAY,NA,5.55,NA
THE SAIL @ MARINA BAY,NA,5.04,NA
THE SAIL @ MARINA BAY,NA,5.1,NA
THE SAIL @ MARINA BAY,NA,4.87,NA
THE SAIL @ MARINA BAY,NA,6.51,NA
THE SAIL @ MARINA BAY,NA,4.49,NA
THE SAIL @ MARINA BAY,NA,5.81,NA
THE SAIL @ MARINA BAY,NA,4.48,NA
THE SAIL @ MARINA BAY,NA,5.16,NA
THE SAIL @ MARINA BAY,NA,5.56,NA
THE SAIL @ MARINA BAY,NA,5.46,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,5.7,NA
THE SAIL @ MARINA BAY,NA,4.8,NA
THE SAIL @ MARINA BAY,NA,5.81,NA
THE SAIL @ MARINA BAY,NA,6.73,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,5.7,NA
THE SAIL @ MARINA BAY,NA,5.55,NA
THE SAIL @ MARINA BAY,NA,5.04,NA
THE SAIL @ MARINA BAY,NA,6.03,NA
THE SAIL @ MARINA BAY,NA,5.16,NA
THE SAIL @ MARINA BAY,NA,4.27,NA
THE SAIL @ MARINA BAY,NA,6.34,NA
THE SAIL @ MARINA BAY,NA,5.81,NA
THE SAIL @ MARINA BAY,NA,6.73,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,5.7,NA
THE SAIL @ MARINA BAY,NA,5.55,NA
THE SAIL @ MARINA BAY,NA,5.04,NA
THE SAIL @ MARINA BAY,NA,6.03,NA
THE SAIL @ MARINA BAY,NA,5.16,NA
THE SAIL @ MARINA BAY,NA,4.27,NA
THE SAIL @ MARINA BAY,NA,6.34,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,5.57,NA
THE SAIL @ MARINA BAY,NA,5.04,NA
THE SAIL @ MARINA BAY,NA,5.77,NA
THE SAIL @ MARINA BAY,NA,5.57,NA
THE SAIL @ MARINA BAY,NA,5.51,NA
THE SAIL @ MARINA BAY,NA,6.73,NA
THE SAIL @ MARINA BAY,NA,5.46,NA
THE SAIL @ MARINA BAY,NA,NA,NA
THE SAIL @ MARINA BAY,NA,6.62,NA
THE SAIL @ MARINA BAY,NA,5.57,NA
THE SAIL @ MARINA BAY,NA,4.42,NA
THE SAIL @ MARINA BAY,NA,5.07,NA
THE SCOTTS TOWER,NA,7.91,NA
THE SCOTTS TOWER,NA,5.88,NA
THE SCOTTS TOWER,NA,5.57,NA
THE SCOTTS TOWER,NA,6.11,NA
THE SCOTTS TOWER,NA,6.67,NA
THE SCOTTS TOWER,NA,7.22,NA
THE SCOTTS TOWER,NA,6.11,NA
THE SAIL @ MARINA BAY,NA,5.57,NA
THE SAIL @ MARINA BAY,NA,4.42,NA
THE SAIL @ MARINA BAY,NA,5.07,NA
THE SCOTTS TOWER,NA,7.91,NA
THE SCOTTS TOWER,NA,5.88,NA
THE SCOTTS TOWER,NA,5.57,NA
THE SCOTTS TOWER,NA,6.11,NA
THE SCOTTS TOWER,NA,6.67,NA
THE SCOTTS TOWER,NA,7.22,NA
THE SCOTTS TOWER,NA,6.11,NA
THE SCOTTS TOWER,NA,5.7,NA
THE SCOTTS TOWER,NA,5.11,NA
THE SCOTTS TOWER,NA,6.67,NA
THE SCOTTS TOWER,NA,7.22,NA
THE SCOTTS TOWER,NA,7.3,NA
THE SCOTTS TOWER,NA,6.67,NA
THE SEAVIEW,NA,NA,NA
