"","name","type","rent","date"
"47151","L'VIV","Condo","4.85",NA
"47152","LA FIESTA","Condo","3.42",NA
"47153","LA FIESTA","Condo","2.9",NA
"47154","LA SUISSE I","Condo",NA,NA
"47155","LAGOON VIEW","NA","1.82",NA
"47156","LAGUNA GREEN","Condo","2.79",NA
"47157","LAGUNA GREEN","Condo","2.91",NA
"47158","LAGUNA GREEN","Condo","2.91",NA
"47159","LAGUNA PARK","NA","2.06",NA
"47160","LAGUNA PARK","NA",NA,NA
"47161","L'VIV","Condo","4.85",NA
"47162","LA FIESTA","Condo","3.42",NA
"47163","LA FIESTA","Condo","2.9",NA
"47164","LA SUISSE I","Condo",NA,NA
"47165","LAGOON VIEW","NA","1.82",NA
"47166","LAGUNA GREEN","Condo","2.79",NA
"47167","LAGUNA GREEN","Condo","2.91",NA
"47168","LAGUNA GREEN","Condo","2.91",NA
"47169","LAGUNA PARK","NA","2.06",NA
"47170","LAGUNA PARK","NA",NA,NA
"47171","LAGUNA PARK","NA","2",NA
"47172","LAGUNA PARK","NA","2.07",NA
"47173","LAKEPOINT CONDO","Condo","2.02",NA
"47174","LAKEPOINT CONDO","Condo","2.02",NA
"47175","LAKESHORE","Condo","3.44",NA
"47176","LAKEVILLE","Condo","3.94",NA
"47177","LAKEVILLE","Condo","3.59",NA
"47178","LAKEVILLE","Condo","3.33",NA
"47179","LAKEVILLE","Condo","3.33",NA
"47180","LANDBAY CONDO","Condo",NA,NA
"47181","LANDBAY CONDO","Condo","2.5",NA
"47182","LANDBAY CONDO","Condo",NA,NA
"47183","LANDRIDGE CONDO","Condo",NA,NA
"47184","LANDRIDGE CONDO","Condo",NA,NA
"47185","LANGSTON VILLE","NA","2.63",NA
"47186","LANGSTON VILLE","NA","2.53",NA
"47187","LANGSTON VILLE","NA","2.63",NA
"47188","LE CRESCENDO","Condo","2.39",NA
"47189","LE HILL CONDO","Condo","2.5",NA
"47190","LE HILL CONDO","Condo","2.5",NA
"47191","LANDBAY CONDO","Condo","2.5",NA
"47192","LANDBAY CONDO","Condo",NA,NA
"47193","LANDRIDGE CONDO","Condo",NA,NA
"47194","LANDRIDGE CONDO","Condo",NA,NA
"47195","LANGSTON VILLE","NA","2.63",NA
"47196","LANGSTON VILLE","NA","2.53",NA
"47197","LANGSTON VILLE","NA","2.63",NA
"47198","LE CRESCENDO","Condo","2.39",NA
"47199","LE HILL CONDO","Condo","2.5",NA
"47200","LE HILL CONDO","Condo","2.5",NA
"47201","LE HILL CONDO","Condo","2.5",NA
"47202","LE HILL CONDO","Condo","2.5",NA
"47203","LEEDON 2","Condo","4.19",NA
"47204","LEEDON 2","Condo","4",NA
"47205","LEEDON RESIDENCE","Condo","3.4",NA
"47206","LEEDON RESIDENCE","Condo","4.83",NA
"47207","LEEDON RESIDENCE","Condo","4.72",NA
"47208","LEEDON RESIDENCE","Condo","3.4",NA
"47209","LEEDON RESIDENCE","Condo","4.46",NA
"47210","LEEDON RESIDENCE","Condo","5.17",NA
"47211","LEEDON RESIDENCE","Condo","4.83",NA
"47212","LEEDON RESIDENCE","Condo","4.46",NA
"47213","LEONIE GARDENS","Condo","3",NA
"47214","LEONIE GARDENS","Condo","3",NA
"47215","LEONIE SUITES","NA","4.38",NA
"47216","LEONIE TOWERS","NA",NA,NA
"47217","LEONIE TOWERS","NA",NA,NA
"47218","LEONIE TOWERS","NA",NA,NA
"47219","LEONIE TOWERS","NA",NA,NA
"47220","LIBERTE","NA","4.45",NA
"47221","LEEDON RESIDENCE","Condo","4.83",NA
"47222","LEEDON RESIDENCE","Condo","4.46",NA
"47223","LEONIE GARDENS","Condo","3",NA
"47224","LEONIE GARDENS","Condo","3",NA
"47225","LEONIE SUITES","NA","4.38",NA
"47226","LEONIE TOWERS","NA",NA,NA
"47227","LEONIE TOWERS","NA",NA,NA
"47228","LEONIE TOWERS","NA",NA,NA
"47229","LEONIE TOWERS","NA",NA,NA
"47230","LIBERTE","NA","4.45",NA
"47231","LIBERTE","NA","4.45",NA
"47232","LIEN TOWERS","NA",NA,NA
"47233","LIEN TOWERS","NA",NA,NA
"47234","LIEN TOWERS","NA",NA,NA
"47235","LIIV RESIDENCES","NA",NA,NA
"47236","LIIV RESIDENCES","NA",NA,NA
"47237","LIIV RESIDENCES","NA",NA,NA
"47238","LINCOLN SUITES","Condo","6.05",NA
"47239","LINCOLN SUITES","Condo","5.36",NA
"47240","LIV ON SOPHIA","NA","4.37",NA
"47241","LIV ON SOPHIA","NA","5.69",NA
"47242","LIVIA","Condo","2.38",NA
"47243","LIVIA","Condo","2.27",NA
"47244","LLOYD SIXTYFIVE","NA","6.23",NA
"47245","LLOYD SIXTYFIVE","NA","6.08",NA
"47246","LLOYD SIXTYFIVE","NA","5.78",NA
"47247","LLOYD SIXTYFIVE","NA","6.23",NA
"47248","LLOYD SIXTYFIVE","NA","5.78",NA
"47249","LLOYD SIXTYFIVE","NA","6.23",NA
"47250","LLOYD SIXTYFIVE","NA","6.23",NA
"47251","LIV ON SOPHIA","NA","5.69",NA
"47252","LIVIA","Condo","2.38",NA
"47253","LIVIA","Condo","2.27",NA
"47254","LLOYD SIXTYFIVE","NA","6.23",NA
"47255","LLOYD SIXTYFIVE","NA","6.08",NA
"47256","LLOYD SIXTYFIVE","NA","5.78",NA
"47257","LLOYD SIXTYFIVE","NA","6.23",NA
"47258","LLOYD SIXTYFIVE","NA","5.78",NA
"47259","LLOYD SIXTYFIVE","NA","6.23",NA
"47260","LLOYD SIXTYFIVE","NA","6.23",NA
"47261","LLOYD SIXTYFIVE","NA","4.95",NA
"47262","LLOYD SIXTYFIVE","NA","6.08",NA
"47263","LOFT @ HOLLAND","NA","6.26",NA
"47264","LOFT @ HOLLAND","NA","4.18",NA
"47265","LOFT @ RANGOON","NA","3.37",NA
"47266","LOTUS @ PAYA LEBAR (EAST WING)","NA","5",NA
"47267","LOTUS @ PAYA LEBAR (EAST WING)","NA","2.85",NA
"47268","LOTUS @ PAYA LEBAR (EAST WING)","NA","3.6",NA
"47269","LOTUS @ PAYA LEBAR (EAST WING)","NA","4.34",NA
"47270","LOYANG VALLEY","Condo","1.34",NA
"47271","LUCIDA","NA","3.47",NA
"47272","LUCIDA","NA","3.19",NA
"47273","LUCIDA","NA","3.19",NA
"47274","LUCIDA","NA","3.47",NA
"47275","LUCIDA","NA","3.19",NA
"47276","LUCIDA","NA","3.19",NA
"47277","LUCIDA","NA","2.81",NA
"47278","LUCIDA","NA","3.47",NA
"47279","LUCIDA","NA","2.81",NA
"47280","LUCIDA","NA","2.81",NA
"47281","LUCIDA","NA","3.47",NA
"47282","LUCIDA","NA","3.19",NA
"47283","LUCIDA","NA","3.19",NA
"47284","LUCIDA","NA","3.47",NA
"47285","LUCIDA","NA","3.19",NA
"47286","LUCIDA","NA","3.19",NA
"47287","LUCIDA","NA","2.81",NA
"47288","LUCIDA","NA","3.47",NA
"47289","LUCIDA","NA","2.81",NA
"47290","LUCIDA","NA","2.81",NA
"47291","LUCIDA","NA","3.19",NA
"47292","LUCIDA","NA","3.47",NA
"47293","LUCIDA","NA","3.28",NA
"47294","LUCIDA","NA","3.19",NA
"47295","LUCIDA","NA","3.19",NA
"47296","LUMA","NA","3.75",NA
"47297","LUMA","NA","4.71",NA
"47298","LUMA","NA","4.71",NA
"47299","LUMA","NA","3.89",NA
"47300","LUMA","NA","4.65",NA
"47301","LUMA","NA","4.65",NA
"47302","LUMA","NA","3.89",NA
"47303","LUMA","NA","4.71",NA
"47304","LUMA","NA","4.76",NA
"47305","LUMA","NA","3.89",NA
"47306","LUSH ON HOLLAND HILL","Condo","3.44",NA
"47307","LUSH ON HOLLAND HILL","Condo","3.51",NA
"47308","LUSH ON HOLLAND HILL","Condo","3.44",NA
"47309","LUSH ON HOLLAND HILL","Condo","3.51",NA
"47310","LUSH ON HOLLAND HILL","Condo","3.44",NA
"47311","LUMA","NA","4.65",NA
"47312","LUMA","NA","3.89",NA
"47313","LUMA","NA","4.71",NA
"47314","LUMA","NA","4.76",NA
"47315","LUMA","NA","3.89",NA
"47316","LUSH ON HOLLAND HILL","Condo","3.44",NA
"47317","LUSH ON HOLLAND HILL","Condo","3.51",NA
"47318","LUSH ON HOLLAND HILL","Condo","3.44",NA
"47319","LUSH ON HOLLAND HILL","Condo","3.51",NA
"47320","LUSH ON HOLLAND HILL","Condo","3.44",NA
"47321","LUSH ON HOLLAND HILL","Condo","3.44",NA
"47322","MACKENZIE 88","NA","5.12",NA
"47323","MALVERN SPRINGS","Condo","1.92",NA
"47324","MALVERN SPRINGS","Condo","1.92",NA
"47325","MANDARIN GARDENS","Condo","2.29",NA
"47326","MANDARIN GARDENS","Condo","3.02",NA
"47327","MARINA BAY RESIDENCES","NA",NA,NA
"47328","MARINA BAY RESIDENCES","NA",NA,NA
"47329","MARINA BAY RESIDENCES","NA","5.2",NA
"47330","MARINA BAY RESIDENCES","NA","5.47",NA
"47331","MARINA BAY RESIDENCES","NA","5.44",NA
"47332","MARINA BAY RESIDENCES","NA",NA,NA
"47333","MARINA BAY RESIDENCES","NA","5.75",NA
"47334","MARINA BAY RESIDENCES","NA",NA,NA
"47335","MARINA BAY RESIDENCES","NA",NA,NA
"47336","MARINA BAY RESIDENCES","NA",NA,NA
"47337","MARINA BAY RESIDENCES","NA",NA,NA
"47338","MARINA BAY RESIDENCES","NA","5.26",NA
"47339","MARINA BAY RESIDENCES","NA","5.6",NA
"47340","MARINA BAY RESIDENCES","NA","5.8",NA
"47341","MARINA BAY RESIDENCES","NA","5.44",NA
"47342","MARINA BAY RESIDENCES","NA",NA,NA
"47343","MARINA BAY RESIDENCES","NA","5.75",NA
"47344","MARINA BAY RESIDENCES","NA",NA,NA
"47345","MARINA BAY RESIDENCES","NA",NA,NA
"47346","MARINA BAY RESIDENCES","NA",NA,NA
"47347","MARINA BAY RESIDENCES","NA",NA,NA
"47348","MARINA BAY RESIDENCES","NA","5.26",NA
"47349","MARINA BAY RESIDENCES","NA","5.6",NA
"47350","MARINA BAY RESIDENCES","NA","5.8",NA
"47351","MARINA BAY RESIDENCES","NA",NA,NA
"47352","MARINA BAY RESIDENCES","NA","5.63",NA
"47353","MARINA BAY RESIDENCES","NA","5.74",NA
"47354","MARINA BAY RESIDENCES","NA","5.8",NA
"47355","MARINA BAY RESIDENCES","NA","5.42",NA
"47356","MARINA BAY RESIDENCES","NA",NA,NA
"47357","MARINA BAY RESIDENCES","NA","5.26",NA
"47358","MARINA BAY RESIDENCES","NA","5.6",NA
"47359","MARINA BAY RESIDENCES","NA","5.33",NA
"47360","MARINA BAY RESIDENCES","NA","5.73",NA
"47361","MARINA BAY RESIDENCES","NA",NA,NA
"47362","MARINA BAY RESIDENCES","NA","5.33",NA
"47363","MARINA BAY RESIDENCES","NA",NA,NA
"47364","MARINA BAY SUITES","Condo","4.27",NA
"47365","MARINA BAY SUITES","Condo","4.14",NA
"47366","MARINA BAY SUITES","Condo","4.03",NA
"47367","MARINA BAY SUITES","Condo","4.68",NA
"47368","MARINA BAY SUITES","Condo","4.36",NA
"47369","MARINA BAY SUITES","Condo",NA,NA
"47370","MARINA BAY SUITES","Condo","4.62",NA
"47371","MARINA BAY RESIDENCES","NA",NA,NA
"47372","MARINA BAY RESIDENCES","NA","5.33",NA
"47373","MARINA BAY RESIDENCES","NA",NA,NA
"47374","MARINA BAY SUITES","Condo","4.27",NA
"47375","MARINA BAY SUITES","Condo","4.14",NA
"47376","MARINA BAY SUITES","Condo","4.03",NA
"47377","MARINA BAY SUITES","Condo","4.68",NA
"47378","MARINA BAY SUITES","Condo","4.36",NA
"47379","MARINA BAY SUITES","Condo",NA,NA
"47380","MARINA BAY SUITES","Condo","4.62",NA
"47381","MARINA BAY SUITES","Condo","4.39",NA
"47382","MARINA ONE","Condo","5.61",NA
"47383","MARINA ONE","Condo","4.98",NA
"47384","MARINA ONE","Condo",NA,NA
"47385","MARINA ONE","Condo","5.81",NA
"47386","MARINA ONE","Condo","4.65",NA
"47387","MARINA ONE","Condo","5.49",NA
"47388","MARINA ONE","Condo","6.44",NA
"47389","MARINA ONE","Condo","4.78",NA
"47390","MARINA ONE","Condo","5.17",NA
"47391","MARINA ONE","Condo","4.73",NA
"47392","MARINA ONE","Condo","4.86",NA
"47393","MARINA ONE","Condo","4.79",NA
"47394","MARINA ONE","Condo","4.85",NA
"47395","MARINA ONE","Condo","4.46",NA
"47396","MARINA ONE","Condo","5.71",NA
"47397","MARINA ONE","Condo","5.49",NA
"47398","MARINA ONE","Condo","4.6",NA
"47399","MARINA ONE","Condo","5",NA
"47400","MARINA ONE","Condo","6.17",NA
"47401","MARINA ONE","Condo","4.73",NA
"47402","MARINA ONE","Condo","4.86",NA
"47403","MARINA ONE","Condo","4.79",NA
"47404","MARINA ONE","Condo","4.85",NA
"47405","MARINA ONE","Condo","4.46",NA
"47406","MARINA ONE","Condo","5.71",NA
"47407","MARINA ONE","Condo","5.49",NA
"47408","MARINA ONE","Condo","4.6",NA
"47409","MARINA ONE","Condo","5",NA
"47410","MARINA ONE","Condo","6.17",NA
"47411","MARINA ONE","Condo","5.26",NA
"47412","MARINA ONE","Condo",NA,NA
"47413","MARINA ONE","Condo","5.26",NA
"47414","MARINA ONE","Condo","4.74",NA
"47415","MARINA ONE","Condo","5.26",NA
"47416","MARINA ONE","Condo","5.19",NA
"47417","MARINA ONE","Condo","4.55",NA
"47418","MARINA ONE","Condo","5.31",NA
"47419","MARINA ONE","Condo","4.61",NA
"47420","MARINA ONE","Condo","4.65",NA
"47421","MARINA ONE","Condo","4.42",NA
"47422","MARINA ONE","Condo","5.07",NA
"47423","MARINA ONE","Condo","4.71",NA
"47424","MARINA ONE","Condo","5",NA
"47425","MARINA ONE","Condo","4.82",NA
"47426","MARINA ONE","Condo","5.42",NA
"47427","MARINA ONE","Condo","4.85",NA
"47428","MARINA ONE","Condo","4.74",NA
"47429","MARINA ONE","Condo","5.26",NA
"47430","MARINA ONE","Condo","5.24",NA
"47431","MARINA ONE","Condo","4.42",NA
"47432","MARINA ONE","Condo","5.07",NA
"47433","MARINA ONE","Condo","4.71",NA
"47434","MARINA ONE","Condo","5",NA
"47435","MARINA ONE","Condo","4.82",NA
"47436","MARINA ONE","Condo","5.42",NA
"47437","MARINA ONE","Condo","4.85",NA
"47438","MARINA ONE","Condo","4.74",NA
"47439","MARINA ONE","Condo","5.26",NA
"47440","MARINA ONE","Condo","5.24",NA
"47441","MARINA ONE","Condo","5.21",NA
"47442","MARINA ONE","Condo","4.61",NA
"47443","MARINA ONE","Condo","4.65",NA
"47444","MARINA ONE","Condo","5.18",NA
"47445","MARINA ONE","Condo","4.79",NA
"47446","MARINA ONE","Condo","4.79",NA
"47447","MARINA ONE","Condo","4.78",NA
"47448","MARINA ONE","Condo","5",NA
"47449","MARINA ONE","Condo","4.82",NA
"47450","MARINA ONE","Condo","4.87",NA
"47451","MARINA ONE","Condo","5.35",NA
"47452","MARINA ONE","Condo","4.84",NA
"47453","MARINA ONE","Condo","4.78",NA
"47454","MARINA ONE","Condo","4.73",NA
"47455","MARINA ONE","Condo","5.42",NA
"47456","MARINA ONE","Condo","5.19",NA
"47457","MARINA ONE","Condo","5.08",NA
"47458","MARINA ONE","Condo","5.81",NA
"47459","MARINA ONE","Condo","5.55",NA
"47460","MARINA ONE","Condo","4.74",NA
"47461","MARINA ONE","Condo","5.35",NA
"47462","MARINA ONE","Condo","4.84",NA
"47463","MARINA ONE","Condo","4.78",NA
"47464","MARINA ONE","Condo","4.73",NA
"47465","MARINA ONE","Condo","5.42",NA
"47466","MARINA ONE","Condo","5.19",NA
"47467","MARINA ONE","Condo","5.08",NA
"47468","MARINA ONE","Condo","5.81",NA
"47469","MARINA ONE","Condo","5.55",NA
"47470","MARINA ONE","Condo","4.74",NA
"47471","MARINA ONE","Condo","5.16",NA
"47472","MARINA ONE","Condo","4.85",NA
"47473","MARINA ONE","Condo","4.4",NA
"47474","MARINA ONE","Condo","4.71",NA
"47475","MARINA ONE","Condo","4.69",NA
"47476","MARINA ONE","Condo","5.08",NA
"47477","MARINA ONE","Condo","6.17",NA
"47478","MARINA ONE","Condo","5.18",NA
"47479","MARINA ONE","Condo","4.61",NA
"47480","MARINA ONE","Condo","4.65",NA
"47481","MARINA ONE","Condo","5.18",NA
"47482","MARINA ONE","Condo","4.79",NA
"47483","MARINA ONE","Condo","4.82",NA
"47484","MARINA ONE","Condo","4.84",NA
"47485","MARINA ONE","Condo","5.49",NA
"47486","MARINA ONE","Condo","4.91",NA
"47487","MARINA ONE","Condo","5",NA
"47488","MARINA ONE","Condo","5.42",NA
"47489","MARINA ONE","Condo","5.08",NA
"47490","MARINA ONE","Condo","5.26",NA
"47491","MARINA ONE","Condo","5.18",NA
"47492","MARINA ONE","Condo","4.79",NA
"47493","MARINA ONE","Condo","4.82",NA
"47494","MARINA ONE","Condo","4.84",NA
"47495","MARINA ONE","Condo","5.49",NA
"47496","MARINA ONE","Condo","4.91",NA
"47497","MARINA ONE","Condo","5",NA
"47498","MARINA ONE","Condo","5.42",NA
"47499","MARINA ONE","Condo","5.08",NA
"47500","MARINA ONE","Condo","5.26",NA
"47501","MARINA ONE","Condo","4.55",NA
"47502","MARINA ONE","Condo","4.74",NA
"47503","MARINA ONE","Condo","4.72",NA
"47504","MARINA ONE","Condo","5.17",NA
"47505","MARINA ONE","Condo","4.71",NA
"47506","MARINA ONE","Condo","4.6",NA
"47507","MARTIN PLACE RESIDENCES","Condo","4.98",NA
"47508","MARTIN PLACE RESIDENCES","Condo","4.99",NA
"47509","MARTIN PLACE RESIDENCES","Condo","6.03",NA
"47510","MARTIN PLACE RESIDENCES","Condo","4.7",NA
"47511","MARTIN PLACE RESIDENCES","Condo","4.79",NA
"47512","MARTIN PLACE RESIDENCES","Condo","5.28",NA
"47513","MARTIN PLACE RESIDENCES","Condo","4.94",NA
"47514","MARTIN PLACE RESIDENCES","Condo","4.79",NA
"47515","MARTIN PLACE RESIDENCES","Condo","4.79",NA
"47516","MARTIN PLACE RESIDENCES","Condo","5.28",NA
"47517","MARTIN PLACE RESIDENCES","Condo","5.17",NA
"47518","MARTIN PLACE RESIDENCES","Condo","4.75",NA
"47519","MARTIN PLACE RESIDENCES","Condo","4.94",NA
"47520","MARTIN PLACE RESIDENCES","Condo","4.79",NA
"47521","MARTIN PLACE RESIDENCES","Condo","4.79",NA
"47522","MARTIN PLACE RESIDENCES","Condo","5.28",NA
"47523","MARTIN PLACE RESIDENCES","Condo","4.94",NA
"47524","MARTIN PLACE RESIDENCES","Condo","4.79",NA
"47525","MARTIN PLACE RESIDENCES","Condo","4.79",NA
"47526","MARTIN PLACE RESIDENCES","Condo","5.28",NA
"47527","MARTIN PLACE RESIDENCES","Condo","5.17",NA
"47528","MARTIN PLACE RESIDENCES","Condo","4.75",NA
"47529","MARTIN PLACE RESIDENCES","Condo","4.94",NA
"47530","MARTIN PLACE RESIDENCES","Condo","4.79",NA
"47531","MARTIN PLACE RESIDENCES","Condo","5.08",NA
"47532","MARTIN PLACE RESIDENCES","Condo","4.21",NA
"47533","MARTIN PLACE RESIDENCES","Condo","5.41",NA
"47534","MARTIN PLACE RESIDENCES","Condo","4.79",NA
"47535","MARTIN PLACE RESIDENCES","Condo","4.71",NA
"47536","MARTIN PLACE RESIDENCES","Condo","4.75",NA
"47537","MAYSPRINGS","NA","2.23",NA
"47538","MEADOWS @ PEIRCE","Condo","1.47",NA
"47539","MEDGE","NA","3.33",NA
"47540","MELVILLE PARK","NA","2.39",NA
"47541","MELVILLE PARK","NA","2.6",NA
"47542","MELVILLE PARK","NA","2.61",NA
"47543","MERAPRIME","Condo","4.47",NA
"47544","MERAPRIME","Condo","4.47",NA
"47545","MERAPRIME","Condo","4.65",NA
"47546","MERAPRIME","Condo","4.47",NA
"47547","MERAPRIME","Condo","4.47",NA
"47548","MERAPRIME","Condo","4.09",NA
"47549","MERAPRIME","Condo","4.01",NA
"47550","MERAPRIME","Condo","5.95",NA
"47551","MELVILLE PARK","NA","2.6",NA
"47552","MELVILLE PARK","NA","2.61",NA
"47553","MERAPRIME","Condo","4.47",NA
"47554","MERAPRIME","Condo","4.47",NA
"47555","MERAPRIME","Condo","4.65",NA
"47556","MERAPRIME","Condo","4.47",NA
"47557","MERAPRIME","Condo","4.47",NA
"47558","MERAPRIME","Condo","4.09",NA
"47559","MERAPRIME","Condo","4.01",NA
"47560","MERAPRIME","Condo","5.95",NA
"47561","MEYER PARK","Condo","2",NA
"47562","MILLPOINT","NA","3.43",NA
"47563","MILLPOINT","NA","4.04",NA
"47564","MILLPOINT","NA","5.31",NA
"47565","MIRAGE TOWER","Condo","4.74",NA
"47566","MIRAGE TOWER","Condo","3.02",NA
"47567","MIRO","NA",NA,NA
"47568","MIRO","NA","3.44",NA
"47569","MIRO","NA",NA,NA
"47570","MIRO","NA",NA,NA
"47571","MIRO","NA",NA,NA
"47572","MIRO","NA",NA,NA
"47573","MIRO","NA",NA,NA
"47574","MIRO","NA",NA,NA
"47575","MIRO","NA","3.44",NA
"47576","MIRO","NA","3.44",NA
"47577","MODA","NA","4.32",NA
"47578","MON JERVOIS","NA","4",NA
"47579","MON JERVOIS","NA","3.87",NA
"47580","MONTEREY PARK","Condo","2.83",NA
"47581","MIRO","NA",NA,NA
"47582","MIRO","NA",NA,NA
"47583","MIRO","NA",NA,NA
"47584","MIRO","NA",NA,NA
"47585","MIRO","NA","3.44",NA
"47586","MIRO","NA","3.44",NA
"47587","MODA","NA","4.32",NA
"47588","MON JERVOIS","NA","4",NA
"47589","MON JERVOIS","NA","3.87",NA
"47590","MONTEREY PARK","Condo","2.83",NA
"47591","MOUNT ROSIE GARDEN","Condo","2.55",NA
"47592","MOUNT ROSIE GARDEN","Condo","2.77",NA
"47593","MOUNT ROSIE GARDEN","Condo","2.77",NA
"47594","MOUNT SOPHIA SUITES","NA","4.93",NA
"47595","MURANO","NA","2.81",NA
"47596","MUTIARA CREST","NA","5",NA
"47597","MY MANHATTAN","Condo",NA,NA
"47598","MY MANHATTAN","Condo","4.46",NA
"47599","MY MANHATTAN","Condo","3.51",NA
"47600","NATHAN RESIDENCES","NA","4.9",NA
"47601","NATHAN RESIDENCES","NA","4.9",NA
"47602","NATHAN RESIDENCES","NA","4.46",NA
"47603","NATHAN RESIDENCES","NA","4.45",NA
"47604","NATHAN RESIDENCES","NA","4.52",NA
"47605","NATHAN RESIDENCES","NA","4.56",NA
"47606","NATHAN RESIDENCES","NA","4.56",NA
"47607","NATHAN RESIDENCES","NA","4.71",NA
"47608","NEPTUNE COURT","NA","2.05",NA
"47609","NEW FUTURA","Condo","6.83",NA
"47610","NEWTON 18","NA","4.54",NA
"47611","NATHAN RESIDENCES","NA","4.9",NA
"47612","NATHAN RESIDENCES","NA","4.46",NA
"47613","NATHAN RESIDENCES","NA","4.45",NA
"47614","NATHAN RESIDENCES","NA","4.52",NA
"47615","NATHAN RESIDENCES","NA","4.56",NA
"47616","NATHAN RESIDENCES","NA","4.56",NA
"47617","NATHAN RESIDENCES","NA","4.71",NA
"47618","NEPTUNE COURT","NA","2.05",NA
"47619","NEW FUTURA","Condo","6.83",NA
"47620","NEWTON 18","NA","4.54",NA
"47621","NEWTON EDGE","NA","4.25",NA
"47622","NEWTON EDGE","NA","4.29",NA
"47623","NEWTON EDGE","NA","4.29",NA
"47624","NEWTON GEMS","Condo","4.09",NA
"47625","NEWTON GEMS","Condo","3.47",NA
"47626","NEWTON GEMS","Condo","3.45",NA
"47627","NEWTON GEMS","Condo","4.25",NA
"47628","NEWTON GEMS","Condo","3.39",NA
"47629","NEWTON GEMS","Condo","3.64",NA
"47630","NEWTON ONE","Condo","3.98",NA
"47631","NEWTON ONE","Condo","3.98",NA
"47632","NEWTON SUITES","NA","4.93",NA
"47633","NEWTON SUITES","NA","4.93",NA
"47634","NIM GARDENS","Condo","1.58",NA
"47635","NIN RESIDENCE","Condo","2.89",NA
"47636","NIN RESIDENCE","Condo","2.06",NA
"47637","NOMU","NA","6",NA
"47638","NORTHOAKS","Condo","1.93",NA
"47639","NORTHVALE","NA","2.11",NA
"47640","NORTHVALE","NA","2.11",NA
"47641","NEWTON ONE","Condo","3.98",NA
"47642","NEWTON SUITES","NA","4.93",NA
"47643","NEWTON SUITES","NA","4.93",NA
"47644","NIM GARDENS","Condo","1.58",NA
"47645","NIN RESIDENCE","Condo","2.89",NA
"47646","NIN RESIDENCE","Condo","2.06",NA
"47647","NOMU","NA","6",NA
"47648","NORTHOAKS","Condo","1.93",NA
"47649","NORTHVALE","NA","2.11",NA
"47650","NORTHVALE","NA","2.11",NA
"47651","NORTHVALE","NA","2.11",NA
"47652","NORTHVALE","NA","2.11",NA
"47653","NORTHVALE","NA","2.11",NA
"47654","NOUVEL 18","Condo","5.25",NA
"47655","NOUVEL 18","Condo","5.33",NA
"47656","NOUVEL 18","Condo","5.78",NA
"47657","NOUVEL 18","Condo","5.25",NA
"47658","NOUVEL 18","Condo","5.33",NA
"47659","NOUVEL 18","Condo","5.45",NA
"47660","NOUVEL 18","Condo","4.93",NA
"47661","NOUVEL 18","Condo","5.25",NA
"47662","NOUVEL 18","Condo","4.9",NA
"47663","NOUVEL 18","Condo","4.93",NA
"47664","NOUVEL 18","Condo","5.25",NA
"47665","NOUVEL 18","Condo","5.33",NA
"47666","NOUVEL 18","Condo","5.13",NA
"47667","NOVELIS @ NOVENA","NA","4.22",NA
"47668","NOVELIS @ NOVENA","NA","4.09",NA
"47669","NOVELIS @ NOVENA","NA","4.21",NA
"47670","NOVELIS @ NOVENA","NA","4.21",NA
"47671","NOUVEL 18","Condo","5.25",NA
"47672","NOUVEL 18","Condo","4.9",NA
"47673","NOUVEL 18","Condo","4.93",NA
"47674","NOUVEL 18","Condo","5.25",NA
"47675","NOUVEL 18","Condo","5.33",NA
"47676","NOUVEL 18","Condo","5.13",NA
"47677","NOVELIS @ NOVENA","NA","4.22",NA
"47678","NOVELIS @ NOVENA","NA","4.09",NA
"47679","NOVELIS @ NOVENA","NA","4.21",NA
"47680","NOVELIS @ NOVENA","NA","4.21",NA
"47681","NOVELIS @ NOVENA","NA","4.21",NA
"47682","NOVELIS @ NOVENA","NA","3.84",NA
"47683","NOVELIS @ NOVENA","NA","4.21",NA
"47684","NOVELIS @ NOVENA","NA","4.09",NA
"47685","NOVELIS @ NOVENA","NA","4.46",NA
"47686","NOVELIS @ NOVENA","NA","4.21",NA
"47687","NOVELIS @ NOVENA","NA","4.21",NA
"47688","NOVELIS @ NOVENA","NA","4.09",NA
"47689","NOVENA GARDENS","NA","11.67",NA
"47690","NOVENA HILL","NA",NA,NA
"47691","NOVENA HILL","NA",NA,NA
"47692","NOVENA LODGE","Condo","3.33",NA
"47693","NOVENA LODGE","Condo","3.33",NA
"47694","NOVENA LODGE","Condo","3.33",NA
"47695","NOVENA SUITES","NA","4.5",NA
"47696","NOVENA SUITES","NA","4.5",NA
"47697","NOVENA SUITES","NA","4.5",NA
"47698","NOVENA SUITES","NA","4.5",NA
"47699","NUOVO","Condo","2.42",NA
"47700","NUOVO","Condo","2.42",NA
"47701","NOVENA HILL","NA",NA,NA
"47702","NOVENA LODGE","Condo","3.33",NA
"47703","NOVENA LODGE","Condo","3.33",NA
"47704","NOVENA LODGE","Condo","3.33",NA
"47705","NOVENA SUITES","NA","4.5",NA
"47706","NOVENA SUITES","NA","4.5",NA
"47707","NOVENA SUITES","NA","4.5",NA
"47708","NOVENA SUITES","NA","4.5",NA
"47709","NUOVO","Condo","2.42",NA
"47710","NUOVO","Condo","2.42",NA
"47711","OLA RESIDENCES @ MOUNTBATTEN","Condo","3.55",NA
"47712","OLA RESIDENCES @ MOUNTBATTEN","Condo","3.55",NA
"47713","ONE AMBER","Condo","3.97",NA
