"","name","type","rent","date"
"46591","FLORIDIAN","Condo","3.5",NA
"46592","FONTANA HEIGHTS","Condo","3.33",NA
"46593","FONTANA HEIGHTS","Condo","3.33",NA
"46594","FONTANA HEIGHTS","Condo","3.7",NA
"46595","FORTE SUITES","NA",NA,NA
"46596","FORTE SUITES","NA",NA,NA
"46597","FORTE SUITES","NA",NA,NA
"46598","FORTE SUITES","NA",NA,NA
"46599","FORTE SUITES","NA",NA,NA
"46600","FORTE SUITES","NA",NA,NA
"46601","FORTE SUITES","NA",NA,NA
"46602","FORTE SUITES","NA",NA,NA
"46603","FORTE SUITES","NA",NA,NA
"46604","FORTE SUITES","NA",NA,NA
"46605","FORTE SUITES","NA",NA,NA
"46606","FORTE SUITES","NA",NA,NA
"46607","FORTE SUITES","NA",NA,NA
"46608","FORTE SUITES","NA","4.28",NA
"46609","FORTE SUITES","NA","4.28",NA
"46610","FOUR SEASONS PARK","Condo","4.11",NA
"46611","FRAGRANT GARDENS","NA","1.85",NA
"46612","FULCRUM","Condo","4.58",NA
"46613","FULCRUM","Condo","4.18",NA
"46614","FULCRUM","Condo","5.27",NA
"46615","GILSTEAD TWO","NA","4.26",NA
"46616","GILSTEAD TWO","NA","4.26",NA
"46617","GILSTEAD TWO","NA","4.39",NA
"46618","GLENDALE PARK","Condo","2.39",NA
"46619","GLENTREES","Condo","2.97",NA
"46620","GLORIA MANSION","NA","2.3",NA
"46621","FRAGRANT GARDENS","NA","1.85",NA
"46622","FULCRUM","Condo","4.58",NA
"46623","FULCRUM","Condo","4.18",NA
"46624","FULCRUM","Condo","5.27",NA
"46625","GILSTEAD TWO","NA","4.26",NA
"46626","GILSTEAD TWO","NA","4.26",NA
"46627","GILSTEAD TWO","NA","4.39",NA
"46628","GLENDALE PARK","Condo","2.39",NA
"46629","GLENTREES","Condo","2.97",NA
"46630","GLORIA MANSION","NA","2.3",NA
"46631","GLOUCESTER MANSIONS","Condo","3.5",NA
"46632","GLOUCESTER MANSIONS","Condo","3.98",NA
"46633","GLOUCESTER MANSIONS","Condo","3.5",NA
"46634","GLOUCESTER MANSIONS","Condo","3.87",NA
"46635","GLOUCESTER MANSIONS","Condo","3.87",NA
"46636","GLOUCESTER MANSIONS","Condo","3.5",NA
"46637","GLOUCESTER MANSIONS","Condo","3.5",NA
"46638","GOLD PALM MANSIONS","NA","2.6",NA
"46639","GOLD PALM MANSIONS","NA","3.29",NA
"46640","GOLD PALM MANSIONS","NA","2.6",NA
"46641","GOLD PALM MANSIONS","NA","2.9",NA
"46642","GOLD PALM MANSIONS","NA","2.6",NA
"46643","GOLD PALM MANSIONS","NA","3.29",NA
"46644","GOLD PALM MANSIONS","NA","2.6",NA
"46645","GOLD PALM MANSIONS","NA","2.9",NA
"46646","GOLD PALM MANSIONS","NA","2.6",NA
"46647","GOLD PALM MANSIONS","NA","2.9",NA
"46648","GOLDEN HEIGHTS","NA","2.58",NA
"46649","GOLDEN HEIGHTS","NA","2.58",NA
"46650","GOODWILL COURT","NA","3.77",NA
"46651","GOLD PALM MANSIONS","NA","2.9",NA
"46652","GOLD PALM MANSIONS","NA","2.6",NA
"46653","GOLD PALM MANSIONS","NA","3.29",NA
"46654","GOLD PALM MANSIONS","NA","2.6",NA
"46655","GOLD PALM MANSIONS","NA","2.9",NA
"46656","GOLD PALM MANSIONS","NA","2.6",NA
"46657","GOLD PALM MANSIONS","NA","2.9",NA
"46658","GOLDEN HEIGHTS","NA","2.58",NA
"46659","GOLDEN HEIGHTS","NA","2.58",NA
"46660","GOODWILL COURT","NA","3.77",NA
"46661","GOODWILL COURT","NA","3.77",NA
"46662","GOODWOOD GRAND","Condo",NA,NA
"46663","GOODWOOD GRAND","Condo","5.65",NA
"46664","GOODWOOD RESIDENCE","Condo","3.79",NA
"46665","GRAMERCY PARK","Condo","4.71",NA
"46666","GRAND CHATEAU","Condo","2.2",NA
"46667","GRAND DUCHESS AT ST PATRICK","Condo","3.3",NA
"46668","GRAND DUCHESS AT ST PATRICK","Condo","3.99",NA
"46669","GRAND DUCHESS AT ST PATRICK","Condo","3.99",NA
"46670","GRAND DUCHESS AT ST PATRICK","Condo","3.3",NA
"46671","GRANDE VISTA","Condo","1.83",NA
"46672","GRANDEUR 8","Condo","2.01",NA
"46673","GRANDEUR 8","Condo","2.42",NA
"46674","GRANDEUR 8","Condo","2.5",NA
"46675","GRANGE 70","NA","3.45",NA
"46676","GRANGE 70","NA","3.43",NA
"46677","GRANGE INFINITE","Condo",NA,NA
"46678","GRANGE INFINITE","Condo",NA,NA
"46679","GRANGE INFINITE","Condo","5.15",NA
"46680","GRANGE INFINITE","Condo",NA,NA
"46681","GRANDE VISTA","Condo","1.83",NA
"46682","GRANDEUR 8","Condo","2.01",NA
"46683","GRANDEUR 8","Condo","2.42",NA
"46684","GRANDEUR 8","Condo","2.5",NA
"46685","GRANGE 70","NA","3.45",NA
"46686","GRANGE 70","NA","3.43",NA
"46687","GRANGE INFINITE","Condo",NA,NA
"46688","GRANGE INFINITE","Condo",NA,NA
"46689","GRANGE INFINITE","Condo","5.15",NA
"46690","GRANGE INFINITE","Condo",NA,NA
"46691","GRANGE INFINITE","Condo","5.15",NA
"46692","GRANGE INFINITE","Condo","5.15",NA
"46693","GRANGE RESIDENCES","Condo","5.26",NA
"46694","GRANGE RESIDENCES","Condo","5.26",NA
"46695","GRANGE RESIDENCES","Condo","5.26",NA
"46696","GRANGE RESIDENCES","Condo","4.91",NA
"46697","GUILIN VIEW","Condo","2.26",NA
"46698","GUILIN VIEW","Condo","2.26",NA
"46699","GUILLEMARD EDGE","Condo","2.43",NA
"46700","GUILLEMARD EDGE","Condo","2.36",NA
"46701","GUILLEMARD EDGE","Condo","2.36",NA
"46702","HAIG COURT","Condo","3.12",NA
"46703","HAIG COURT","Condo","2.9",NA
"46704","HAIG COURT","Condo","2.9",NA
"46705","HANA","NA","9.85",NA
"46706","HARBOUR VIEW TOWERS","Condo","4.02",NA
"46707","HARBOUR VIEW TOWERS","Condo","3.57",NA
"46708","HARBOUR VIEW TOWERS","Condo","3.32",NA
"46709","HARBOUR VIEW TOWERS","Condo","2.88",NA
"46710","HARBOURLIGHTS","NA","3.34",NA
"46711","GUILLEMARD EDGE","Condo","2.36",NA
"46712","HAIG COURT","Condo","3.12",NA
"46713","HAIG COURT","Condo","2.9",NA
"46714","HAIG COURT","Condo","2.9",NA
"46715","HANA","NA","9.85",NA
"46716","HARBOUR VIEW TOWERS","Condo","4.02",NA
"46717","HARBOUR VIEW TOWERS","Condo","3.57",NA
"46718","HARBOUR VIEW TOWERS","Condo","3.32",NA
"46719","HARBOUR VIEW TOWERS","Condo","2.88",NA
"46720","HARBOURLIGHTS","NA","3.34",NA
"46721","HARBOURLIGHTS","NA","4",NA
"46722","HARBOURLIGHTS","NA","3.34",NA
"46723","HARVEST MANSIONS","NA","3.03",NA
"46724","HELIOS RESIDENCES","NA","4.92",NA
"46725","HELIOS RESIDENCES","NA","5",NA
"46726","HELIOS RESIDENCES","NA","4.85",NA
"46727","HELIOS RESIDENCES","NA","4.18",NA
"46728","HELIOS RESIDENCES","NA","4.61",NA
"46729","HELIOS RESIDENCES","NA","4.18",NA
"46730","HELIOS RESIDENCES","NA","5",NA
"46731","HELIOS RESIDENCES","NA","5.31",NA
"46732","HELIOS RESIDENCES","NA","5",NA
"46733","HELIOS RESIDENCES","NA","4.18",NA
"46734","HELIOS RESIDENCES","NA","4.18",NA
"46735","HENGDA BUILDING","NA","5.79",NA
"46736","HENGDA BUILDING","NA","5.82",NA
"46737","HENGDA BUILDING","NA","5.79",NA
"46738","HENGDA BUILDING","NA","10",NA
"46739","HENGDA BUILDING","NA","5.82",NA
"46740","HENGDA BUILDING","NA","5.82",NA
"46741","HELIOS RESIDENCES","NA","5.31",NA
"46742","HELIOS RESIDENCES","NA","5",NA
"46743","HELIOS RESIDENCES","NA","4.18",NA
"46744","HELIOS RESIDENCES","NA","4.18",NA
"46745","HENGDA BUILDING","NA","5.79",NA
"46746","HENGDA BUILDING","NA","5.82",NA
"46747","HENGDA BUILDING","NA","5.79",NA
"46748","HENGDA BUILDING","NA","10",NA
"46749","HENGDA BUILDING","NA","5.82",NA
"46750","HENGDA BUILDING","NA","5.82",NA
"46751","HENGDA BUILDING","NA","5.79",NA
"46752","HENGDA BUILDING","NA","10",NA
"46753","HENGDA BUILDING","NA","5.83",NA
"46754","HENGDA BUILDING","NA","5.79",NA
"46755","HENGDA BUILDING","NA","5.8",NA
"46756","HERITAGE APARTMENTS","Condo","3.63",NA
"46757","HERITAGE APARTMENTS","Condo","3.63",NA
"46758","HERITAGE PLACE","NA",NA,NA
"46759","HERITAGE VIEW","Condo",NA,NA
"46760","HERITAGE VIEW","Condo","3.35",NA
"46761","HERITAGE VIEW","Condo","3.35",NA
"46762","HERTFORD MANSION","NA","2.9",NA
"46763","HIGH OAK","Condo","3",NA
"46764","HIGH OAK","Condo","2.48",NA
"46765","HIGH OAK","Condo","2.7",NA
"46766","HIGH OAK","Condo","3",NA
"46767","HIGH OAK","Condo","2.45",NA
"46768","HIGH OAK","Condo","2.7",NA
"46769","HIGH OAK","Condo","2.57",NA
"46770","HIGH OAK","Condo","3",NA
"46771","HERITAGE VIEW","Condo","3.35",NA
"46772","HERTFORD MANSION","NA","2.9",NA
"46773","HIGH OAK","Condo","3",NA
"46774","HIGH OAK","Condo","2.48",NA
"46775","HIGH OAK","Condo","2.7",NA
"46776","HIGH OAK","Condo","3",NA
"46777","HIGH OAK","Condo","2.45",NA
"46778","HIGH OAK","Condo","2.7",NA
"46779","HIGH OAK","Condo","2.57",NA
"46780","HIGH OAK","Condo","3",NA
"46781","HIGHGATE CONDO","Condo","2.15",NA
"46782","HIGHLINE RESIDENCES","Condo","6.14",NA
"46783","HIGHLINE RESIDENCES","Condo","5.9",NA
"46784","HIGHLINE RESIDENCES","Condo","5.46",NA
"46785","HIGHLINE RESIDENCES","Condo","5.79",NA
"46786","HIGHLINE RESIDENCES","Condo","5.79",NA
"46787","HIGHLINE RESIDENCES","Condo","5.57",NA
"46788","HIGHLINE RESIDENCES","Condo","5.79",NA
"46789","HIGHLINE RESIDENCES","Condo","5.79",NA
"46790","HIGHLINE RESIDENCES","Condo","5.79",NA
"46791","HIGHLINE RESIDENCES","Condo","5.79",NA
"46792","HIGHLINE RESIDENCES","Condo","5.79",NA
"46793","HIGHLINE RESIDENCES","Condo","5.79",NA
"46794","HIGHLINE RESIDENCES","Condo","5.9",NA
"46795","HIGHLINE RESIDENCES","Condo","5.79",NA
"46796","HIGHLINE RESIDENCES","Condo","5.79",NA
"46797","HIGHLINE RESIDENCES","Condo","5.79",NA
"46798","HIGHLINE RESIDENCES","Condo","5.79",NA
"46799","HIGHLINE RESIDENCES","Condo","5.9",NA
"46800","HIGHLINE RESIDENCES","Condo","5.79",NA
"46801","HIGHLINE RESIDENCES","Condo","5.79",NA
"46802","HIGHLINE RESIDENCES","Condo","5.79",NA
"46803","HIGHLINE RESIDENCES","Condo","5.79",NA
"46804","HIGHLINE RESIDENCES","Condo","5.9",NA
"46805","HIGHLINE RESIDENCES","Condo","5.79",NA
"46806","HIGHLINE RESIDENCES","Condo","5.79",NA
"46807","HIGHLINE RESIDENCES","Condo","5.79",NA
"46808","HIGHLINE RESIDENCES","Condo","5.79",NA
"46809","HIGHLINE RESIDENCES","Condo","5.9",NA
"46810","HIGHLINE RESIDENCES","Condo","5.79",NA
"46811","HIGHLINE RESIDENCES","Condo","5.79",NA
"46812","HIGHLINE RESIDENCES","Condo","5.79",NA
"46813","HIGHLINE RESIDENCES","Condo","5.79",NA
"46814","HIJAUAN","NA","3.68",NA
"46815","HIJAUAN","NA","4.37",NA
"46816","HILLBROOKS","Condo","2.37",NA
"46817","HILLBROOKS","Condo","2.28",NA
"46818","HILLBROOKS","Condo","2.37",NA
"46819","HILLCREST ARCADIA","Condo",NA,NA
"46820","HILLCREST ARCADIA","Condo","2.78",NA
"46821","HILLION RESIDENCES","Condo","2.79",NA
"46822","HILLION RESIDENCES","Condo","2.79",NA
"46823","HILLION RESIDENCES","Condo","2.79",NA
"46824","HILLION RESIDENCES","Condo","2.79",NA
"46825","HILLION RESIDENCES","Condo","2.79",NA
"46826","HILLTOP GROVE","Condo","2.18",NA
"46827","HILLTOPS","Condo","9.11",NA
"46828","HILLTOPS","Condo","6.64",NA
"46829","HILLTOPS","Condo","7.6",NA
"46830","HILLTOPS","Condo","7.1",NA
"46831","HILLION RESIDENCES","Condo","2.79",NA
"46832","HILLION RESIDENCES","Condo","2.79",NA
"46833","HILLION RESIDENCES","Condo","2.79",NA
"46834","HILLION RESIDENCES","Condo","2.79",NA
"46835","HILLION RESIDENCES","Condo","2.79",NA
"46836","HILLTOP GROVE","Condo","2.18",NA
"46837","HILLTOPS","Condo","9.11",NA
"46838","HILLTOPS","Condo","6.64",NA
"46839","HILLTOPS","Condo","7.6",NA
"46840","HILLTOPS","Condo","7.1",NA
"46841","HILLTOPS","Condo","5.81",NA
"46842","HILLTOPS","Condo","6.41",NA
"46843","HILLTOPS","Condo","5.81",NA
"46844","HILLTOPS","Condo","5.81",NA
"46845","HILLTOPS","Condo",NA,NA
"46846","HILLVIEW HEIGHTS","Condo","3.44",NA
"46847","HILLVIEW HEIGHTS","Condo","2.23",NA
"46848","HILLVIEW HEIGHTS","Condo","2.23",NA
"46849","HILLVIEW HEIGHTS","Condo","2.23",NA
"46850","HILLVIEW HEIGHTS","Condo","2.23",NA
"46851","HILLVIEW HEIGHTS","Condo","2.23",NA
"46852","HILLVIEW HEIGHTS","Condo","2.23",NA
"46853","HILLVIEW HEIGHTS","Condo","2.23",NA
"46854","HILLVIEW HEIGHTS","Condo","2.23",NA
"46855","HILLVIEW HEIGHTS","Condo","2.23",NA
"46856","HILLVIEW PARK","Condo",NA,NA
"46857","HOLLAND HILL LODGE","NA","2.56",NA
"46858","HOLLAND PEAK","Condo","4.74",NA
"46859","HOLLAND RESIDENCES","Condo","4.72",NA
"46860","HOLLAND RESIDENCES","Condo","5",NA
"46861","HILLVIEW HEIGHTS","Condo","2.23",NA
"46862","HILLVIEW HEIGHTS","Condo","2.23",NA
"46863","HILLVIEW HEIGHTS","Condo","2.23",NA
"46864","HILLVIEW HEIGHTS","Condo","2.23",NA
"46865","HILLVIEW HEIGHTS","Condo","2.23",NA
"46866","HILLVIEW PARK","Condo",NA,NA
"46867","HOLLAND HILL LODGE","NA","2.56",NA
"46868","HOLLAND PEAK","Condo","4.74",NA
"46869","HOLLAND RESIDENCES","Condo","4.72",NA
"46870","HOLLAND RESIDENCES","Condo","5",NA
"46871","HOLLAND RESIDENCES","Condo","5.01",NA
"46872","HOLLAND RESIDENCES","Condo","4.94",NA
"46873","HOLLAND RESIDENCES","Condo","4.94",NA
"46874","HOLLAND RESIDENCES","Condo","5.01",NA
"46875","HOLLAND RESIDENCES","Condo","4.72",NA
"46876","HOLLAND RESIDENCES","Condo","5",NA
"46877","HOLLAND RESIDENCES","Condo","5.01",NA
"46878","HOLLAND RESIDENCES","Condo","4.94",NA
"46879","HOLLAND RESIDENCES","Condo","4.94",NA
"46880","HOLLAND RESIDENCES","Condo","5.01",NA
"46881","HOLLAND RESIDENCES","Condo","4.94",NA
"46882","HOLLAND RESIDENCES","Condo","4.94",NA
"46883","HOLLAND RESIDENCES","Condo","5.01",NA
"46884","HOLLAND RESIDENCES","Condo","4.72",NA
"46885","HORIZON RESIDENCES","Condo","3.69",NA
"46886","HORIZON RESIDENCES","Condo","3.32",NA
"46887","HORIZON RESIDENCES","Condo","4",NA
"46888","HORIZON RESIDENCES","Condo","3.69",NA
"46889","HORIZON RESIDENCES","Condo","4.5",NA
"46890","HORIZON RESIDENCES","Condo","3.72",NA
"46891","HOLLAND RESIDENCES","Condo","4.94",NA
"46892","HOLLAND RESIDENCES","Condo","4.94",NA
"46893","HOLLAND RESIDENCES","Condo","5.01",NA
"46894","HOLLAND RESIDENCES","Condo","4.72",NA
"46895","HORIZON RESIDENCES","Condo","3.69",NA
"46896","HORIZON RESIDENCES","Condo","3.32",NA
"46897","HORIZON RESIDENCES","Condo","4",NA
"46898","HORIZON RESIDENCES","Condo","3.69",NA
"46899","HORIZON RESIDENCES","Condo","4.5",NA
"46900","HORIZON RESIDENCES","Condo","3.72",NA
"46901","HORIZON RESIDENCES","Condo","3.69",NA
"46902","HORIZON TOWERS","Condo","2.52",NA
"46903","HORIZON TOWERS","Condo","2.69",NA
"46904","HORIZON TOWERS","Condo","2.52",NA
"46905","HORIZON TOWERS","Condo","3.04",NA
"46906","HORIZON TOWERS","Condo","2.71",NA
"46907","HORIZON TOWERS","Condo","2.69",NA
"46908","HUNDRED TREES","Condo","3.05",NA
"46909","HUNDRED TREES","Condo","3.17",NA
"46910","HUNDRED TREES","Condo","3.17",NA
"46911","HUNDRED TREES","Condo","3.06",NA
"46912","HUNDRED TREES","Condo","3.77",NA
"46913","HUNDRED TREES","Condo","3.17",NA
"46914","HUNDRED TREES","Condo","3.17",NA
"46915","ICON","NA",NA,NA
"46916","ICON","NA","5.51",NA
"46917","ICON","NA","5.71",NA
"46918","ICON","NA","4.96",NA
"46919","ICON","NA","5.48",NA
"46920","ICON","NA","5.18",NA
"46921","HUNDRED TREES","Condo","3.06",NA
"46922","HUNDRED TREES","Condo","3.77",NA
"46923","HUNDRED TREES","Condo","3.17",NA
"46924","HUNDRED TREES","Condo","3.17",NA
"46925","ICON","NA",NA,NA
"46926","ICON","NA","5.51",NA
"46927","ICON","NA","5.71",NA
"46928","ICON","NA","4.96",NA
"46929","ICON","NA","5.48",NA
"46930","ICON","NA","5.18",NA
"46931","ICON","NA","4.45",NA
"46932","ICON","NA","4.83",NA
"46933","ICON","NA","4.59",NA
"46934","ICON","NA","4.18",NA
"46935","ICON","NA",NA,NA
"46936","ICON","NA","4.04",NA
"46937","ICON","NA","6",NA
"46938","ICON","NA","5.89",NA
"46939","ICON","NA","5.34",NA
"46940","ICON","NA","5.59",NA
"46941","ICON","NA","5.85",NA
"46942","ICON","NA",NA,NA
"46943","ICON","NA","5.78",NA
"46944","ICON","NA","5.71",NA
"46945","ICON","NA","5.14",NA
"46946","ICON","NA","5.18",NA
"46947","ICON","NA","5.34",NA
"46948","ICON","NA","5.18",NA
"46949","ICON","NA","5.18",NA
"46950","ICON","NA","3.96",NA
"46951","ICON","NA","5.85",NA
"46952","ICON","NA",NA,NA
"46953","ICON","NA","5.78",NA
"46954","ICON","NA","5.71",NA
"46955","ICON","NA","5.14",NA
"46956","ICON","NA","5.18",NA
"46957","ICON","NA","5.34",NA
"46958","ICON","NA","5.18",NA
"46959","ICON","NA","5.18",NA
"46960","ICON","NA","3.96",NA
"46961","ICON","NA","5.4",NA
"46962","ICON","NA","3.96",NA
"46963","ICON","NA","5.02",NA
"46964","ICON","NA",NA,NA
"46965","ICON","NA","4.04",NA
"46966","ICON","NA","5.22",NA
"46967","ICON","NA","5.02",NA
"46968","ICON","NA","5.21",NA
"46969","ICON","NA",NA,NA
"46970","ICON","NA","5.79",NA
"46971","ICON","NA","5.02",NA
"46972","ICON","NA","4.86",NA
"46973","ICON","NA","4.86",NA
"46974","ICON","NA","4.86",NA
"46975","ICON","NA","4.86",NA
"46976","ICON","NA","4.83",NA
"46977","ICON","NA","4.86",NA
"46978","ICON","NA","5.68",NA
"46979","ICON","NA","4.04",NA
"46980","ICON","NA","5.71",NA
"46981","ICON","NA","5.02",NA
"46982","ICON","NA","4.86",NA
"46983","ICON","NA","4.86",NA
"46984","ICON","NA","4.86",NA
"46985","ICON","NA","4.86",NA
"46986","ICON","NA","4.83",NA
"46987","ICON","NA","4.86",NA
"46988","ICON","NA","5.68",NA
"46989","ICON","NA","4.04",NA
"46990","ICON","NA","5.71",NA
"46991","ICON","NA","4.86",NA
"46992","ICON","NA","4.86",NA
"46993","ICON","NA","5.78",NA
"46994","ICON","NA","5.71",NA
"46995","ICON","NA","4.86",NA
"46996","ICON","NA","5.89",NA
"46997","ICON","NA","5.68",NA
"46998","ICON","NA","4.86",NA
"46999","ICON","NA","4.86",NA
"47000","ICON","NA","3.96",NA
"47001","ICON","NA","5.02",NA
"47002","ICON","NA","4.86",NA
"47003","ICON","NA","5.4",NA
"47004","ILLUMINAIRE ON DEVONSHIRE","NA","6.12",NA
"47005","INTERNATIONAL PLAZA","NA",NA,NA
"47006","INTERNATIONAL PLAZA","NA",NA,NA
"47007","INTERNATIONAL PLAZA","NA",NA,NA
"47008","INTERNATIONAL PLAZA","NA",NA,NA
"47009","IRIDIUM","NA","4.19",NA
"47010","IRIDIUM","NA","3.29",NA
"47011","ICON","NA","5.02",NA
"47012","ICON","NA","4.86",NA
"47013","ICON","NA","5.4",NA
"47014","ILLUMINAIRE ON DEVONSHIRE","NA","6.12",NA
"47015","INTERNATIONAL PLAZA","NA",NA,NA
"47016","INTERNATIONAL PLAZA","NA",NA,NA
"47017","INTERNATIONAL PLAZA","NA",NA,NA
"47018","INTERNATIONAL PLAZA","NA",NA,NA
"47019","IRIDIUM","NA","4.19",NA
"47020","IRIDIUM","NA","3.29",NA
"47021","ISLAND VIEW","Condo","2.06",NA
"47022","ISLAND VIEW","Condo","2.03",NA
"47023","ISLAND VIEW","Condo","2.06",NA
"47024","ISLAND VIEW","Condo","2.06",NA
"47025","ISLAND VIEW","Condo","2.06",NA
"47026","ISLAND VIEW","Condo","2.06",NA
"47027","ISLAND VIEW","Condo","2.06",NA
"47028","ISLAND VIEW","Condo","2.06",NA
"47029","ISUITES @ PALM","NA","2.44",NA
"47030","IVORY HEIGHTS","Condo","1.7",NA
"47031","IVORY HEIGHTS","Condo","1.76",NA
"47032","J GATEWAY","Condo","4.64",NA
"47033","J GATEWAY","Condo","4.22",NA
"47034","J GATEWAY","Condo","4.72",NA
"47035","J GATEWAY","Condo","4.22",NA
"47036","J GATEWAY","Condo","5.14",NA
"47037","J GATEWAY","Condo","5.05",NA
"47038","JADE RESIDENCES","Condo","4.1",NA
"47039","JADE RESIDENCES","Condo","4.56",NA
"47040","JAYA TOWER","NA","3.69",NA
"47041","IVORY HEIGHTS","Condo","1.76",NA
"47042","J GATEWAY","Condo","4.64",NA
"47043","J GATEWAY","Condo","4.22",NA
"47044","J GATEWAY","Condo","4.72",NA
"47045","J GATEWAY","Condo","4.22",NA
"47046","J GATEWAY","Condo","5.14",NA
"47047","J GATEWAY","Condo","5.05",NA
"47048","JADE RESIDENCES","Condo","4.1",NA
"47049","JADE RESIDENCES","Condo","4.56",NA
"47050","JAYA TOWER","NA","3.69",NA
"47051","JERVOIS GROVE","NA","2.5",NA
"47052","JERVOIS GROVE","NA","2.5",NA
"47053","JERVOIS LODGE","Condo","3.1",NA
"47054","JERVOIS LODGE","Condo","3.1",NA
"47055","JERVOIS VIEW","NA","3",NA
"47056","JERVOIS VIEW","NA","3",NA
"47057","JERVOIS VIEW","NA","3",NA
"47058","JEWEL @ BUANGKOK","Condo","2.56",NA
"47059","JI XIANG COURT","NA","3.18",NA
"47060","JI XIANG COURT","NA","3.18",NA
"47061","KALLANG RIVERSIDE","Condo","5.43",NA
"47062","KALLANG RIVERSIDE","NA","5.79",NA
"47063","KALLANG RIVERSIDE","Condo","6.14",NA
"47064","KALLANG RIVERSIDE","Condo","6.13",NA
"47065","KALLANG RIVERSIDE","Condo","4.82",NA
"47066","KALLANG RIVERSIDE","Condo","6.13",NA
"47067","KALLANG RIVERSIDE","Condo","4.82",NA
"47068","KALLANG RIVERSIDE","Condo","5.74",NA
"47069","KALLANG RIVERSIDE","Condo","5.22",NA
"47070","KALLANG RIVERSIDE","Condo","6.38",NA
"47071","KALLANG RIVERSIDE","Condo","5.43",NA
"47072","KALLANG RIVERSIDE","NA","5.79",NA
"47073","KALLANG RIVERSIDE","Condo","6.14",NA
"47074","KALLANG RIVERSIDE","Condo","6.13",NA
"47075","KALLANG RIVERSIDE","Condo","4.82",NA
"47076","KALLANG RIVERSIDE","Condo","6.13",NA
"47077","KALLANG RIVERSIDE","Condo","4.82",NA
"47078","KALLANG RIVERSIDE","Condo","5.74",NA
"47079","KALLANG RIVERSIDE","Condo","5.22",NA
"47080","KALLANG RIVERSIDE","Condo","6.38",NA
"47081","KALLANG RIVERSIDE","Condo","6.13",NA
"47082","KALLANG RIVERSIDE","Condo","4.82",NA
"47083","KALLANG RIVERSIDE","Condo","5.49",NA
"47084","KALLANG RIVERSIDE","Condo","4.95",NA
"47085","KALLANG RIVERSIDE","Condo","6.77",NA
"47086","KALLANG RIVERSIDE","Condo","5.79",NA
"47087","KALLANG RIVERSIDE","Condo","4.42",NA
"47088","KALLANG RIVERSIDE","Condo","6.19",NA
"47089","KALLANG RIVERSIDE","Condo","6.13",NA
"47090","KALLANG RIVERSIDE","Condo","4.54",NA
"47091","KASTURINA LODGE","NA","3.45",NA
"47092","KASTURINA LODGE","NA","3.45",NA
"47093","KATONG REGENCY","Condo","4.48",NA
"47094","KATONG REGENCY","Condo","3.33",NA
"47095","KATONG REGENCY","Condo","3.57",NA
"47096","KATONG REGENCY","Condo","3.74",NA
"47097","KATONG REGENCY","Condo","3.6",NA
"47098","KATONG REGENCY","Condo","4.74",NA
"47099","KATONG REGENCY","Condo","3.6",NA
"47100","KEMAMAN POINT","NA","2.31",NA
"47101","KASTURINA LODGE","NA","3.45",NA
"47102","KASTURINA LODGE","NA","3.45",NA
"47103","KATONG REGENCY","Condo","4.48",NA
"47104","KATONG REGENCY","Condo","3.33",NA
"47105","KATONG REGENCY","Condo","3.57",NA
"47106","KATONG REGENCY","Condo","3.74",NA
"47107","KATONG REGENCY","Condo","3.6",NA
"47108","KATONG REGENCY","Condo","4.74",NA
"47109","KATONG REGENCY","Condo","3.6",NA
"47110","KEMAMAN POINT","NA","2.31",NA
"47111","KEMAMAN POINT","NA","2.94",NA
"47112","KENSINGTON PARK","Condo","2.1",NA
"47113","KENSINGTON PARK","Condo","2.45",NA
"47114","KENSINGTON PARK","Condo","2.1",NA
"47115","KENSINGTON PARK","Condo","2.28",NA
"47116","KENSINGTON PARK","Condo","2.28",NA
"47117","KENSINGTON SQUARE","Condo","11.63",NA
"47118","KENSINGTON SQUARE","Condo","8.37",NA
"47119","KENTISH COURT","NA","3.33",NA
"47120","KENTISH GREEN","NA",NA,NA
"47121","KERRISDALE","Condo","3.54",NA
"47122","KERRISDALE","Condo","3.18",NA
"47123","KERRISDALE","Condo","3.54",NA
"47124","KERRISDALE","Condo","3.18",NA
"47125","KERRISDALE","Condo","3.54",NA
"47126","KEW GREEN CONDO","NA","1.93",NA
"47127","KEW GREEN CONDO","NA",NA,NA
"47128","KEW GREEN CONDO","NA","1.93",NA
"47129","KINGSFORD WATERBAY","Condo","3.63",NA
"47130","KOVAN MELODY","Condo",NA,NA
"47131","KERRISDALE","Condo","3.54",NA
"47132","KERRISDALE","Condo","3.18",NA
"47133","KERRISDALE","Condo","3.54",NA
"47134","KERRISDALE","Condo","3.18",NA
"47135","KERRISDALE","Condo","3.54",NA
"47136","KEW GREEN CONDO","NA","1.93",NA
"47137","KEW GREEN CONDO","NA",NA,NA
"47138","KEW GREEN CONDO","NA","1.93",NA
"47139","KINGSFORD WATERBAY","Condo","3.63",NA
"47140","KOVAN MELODY","Condo",NA,NA
"47141","KOVAN REGENCY","Condo","3.61",NA
"47142","KOVAN REGENCY","Condo","3.61",NA
"47143","KOVAN REGENCY","Condo","4.22",NA
"47144","KOVAN REGENCY","Condo","3.61",NA
"47145","KOVAN RESIDENCES","Condo","3.12",NA
"47146","KOVAN RESIDENCES","Condo","3.06",NA
"47147","L'VIV","Condo","5.05",NA
"47148","L'VIV","Condo","4.8",NA
"47149","L'VIV","Condo","5.05",NA
"47150","L'VIV","Condo","4.95",NA
